scaffold,mean_shap,effect
O=c1ccc2[nH+]ccc3c4ccccc4n1c23,0.000275877,positive
c1ccc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccccc2)cc1,0.000275877,positive
c1cc2cc(c1)Oc1ccc(cc1)C[C@@H]1NCCc3ccc(cc31)Oc1cccc3c1[C@H](C2)NCC3,0.000275876,positive
c1ccc(C2CCc3ccccc3O2)cc1,0.000275851,positive
c1ccccc1,5.09E-05,positive
c1ccc2[nH]ccc2c1,4.64E-05,positive
C(=C/c1ccccc1)\c1ccccc1,4.39E-05,positive
c1ccc(-c2ccccc2)cc1,-0.000113118,negative
O=C(Cn1cnnn1)NC1(C(=O)Nc2ccccc2)CCCCC1,-0.000176138,negative
O=c1cc[nH]c2ccccc12,-0.000178075,negative
c1ccc2c(c1)NCCN2,-0.000178121,negative
O=c1ccc2ccccc2[nH]1,-0.000178186,negative
O=c1cc(NC2CCCCC2)nc2ccccn12,-0.000178194,negative
O=c1ccnc2nc[nH]n12,-0.000178211,negative
O=C(CCCCc1ccc2c(c1)OCO2)N1CCCC1,-0.000178213,negative
O=C1CC2(C=C3SCCN13)CCCCC2,-0.000178216,negative
O=c1cc(-c2ccccc2)nc2nc(CCc3ccccc3)[nH]n12,-0.000178216,negative
O=c1ccc2ccccc2n1-c1ccccc1,-0.000178217,negative
O=C(CSc1ccccc1)NCCc1ccccc1,-0.000178218,negative
c1ccc2c(c1)oc1ccccc12,-0.000178218,negative
O=c1c2ccccc2nc(-c2ccccc2)n1-c1ccccn1,-0.000178219,negative
c1cnc2nc[nH]c2c1,-0.000178219,negative
O=C1C=CCCN1,-0.000178219,negative
O=C(NCc1ccccc1)c1ccccc1,-0.000178219,negative
c1ccc2nc3c(cc2c1)CCCC3,-0.000178219,negative
O=C(NCc1cccnc1)Nc1ccccc1,-0.000178219,negative
O=S(=O)(Nc1ccccc1)c1ccccc1,-0.000178219,negative
O=C(Nc1ccc(Nc2ccccc2)cc1)C1CC1,-0.000178219,negative
O=S1(=O)N=C2CCCN2C(c2ccccc2)N1,-0.000178219,negative
O=C1NCC=C(COC(=O)c2ccccc2)N1,-0.000178219,negative
