Index,Input_SMILES,canonical_smiles,Prob_LightGBM,Prob_RF,Prob_BiLSTM,Average_Probability,Prediction,Assessment
6666,COc1ccc(C2=NN(CCCCOc3ccc(-c4n[nH]c(=O)cc4C)cc3)C(=O)CC2C)c2cc(C(F)(F)F)nn12,COc1ccc(C2=NN(CCCCOc3ccc(-c4n[nH]c(=O)cc4C)cc3)C(=O)CC2C)c2cc(C(F)(F)F)nn12,0.555648564,0.306666667,0.054750331,0.305688521,non-carcinogen,safety
6682,Cc1ccc(C(=O)Nc2ccc(Cl)cc2Cl)cc1C#Cc1cc(-c2cnn(C)c2)cnc1N,Cc1ccc(C(=O)Nc2ccc(Cl)cc2Cl)cc1C#Cc1cc(-c2cnn(C)c2)cnc1N,0.253776842,0.418333333,0.870677054,0.51426241,carcinogen,non-safety
6685,CN1CCC(O)(C#Cc2ccc(F)c(-c3c[nH]c4cnc(N)nc34)c2)C1=O,CN1CCC(O)(C#Cc2ccc(F)c(-c3c[nH]c4cnc(N)nc34)c2)C1=O,0.375465991,0.31,0.235159144,0.306875045,non-carcinogen,safety
6689,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0.11880192,0.496,0.336791545,0.317197822,non-carcinogen,safety
6694,COC(=O)c1cnc(N)c(C#Cc2cc(C(=O)Nc3cc(OC)cc(OC)c3)ccc2C)c1,COC(=O)c1cnc(N)c(C#Cc2cc(C(=O)Nc3cc(OC)cc(OC)c3)ccc2C)c1,0.169197288,0.371166667,0.514358103,0.351574019,non-carcinogen,safety
6697,CN1CCN(Cc2ccc(-c3cn4c5nc(ncc35)NCCCCCCC(O)CCCCC4)cc2)CC1,CN1CCN(Cc2ccc(-c3cn4c5nc(ncc35)NCCCCCCC(O)CCCCC4)cc2)CC1,0.131816709,0.326666667,0.036912162,0.165131846,non-carcinogen,safety
6709,Fc1cccc(Cl)c1-c1nc(-c2ccc(C#Cc3ccccc3)nc2)c(Cl)[nH]1,Fc1cccc(Cl)c1-c1nc(-c2ccc(C#Cc3ccccc3)nc2)c(Cl)[nH]1,0.2191366,0.423333333,0.1225795,0.255016478,non-carcinogen,safety
6720,COc1ccc([C@H](Cc2ccncc2)c2cccc(NC(=O)N3CCCC3)c2)cc1OC1CCCC1,COc1ccc([C@H](Cc2ccncc2)c2cccc(NC(=O)N3CCCC3)c2)cc1OC1CCCC1,0.124560569,0.225,0.739332318,0.362964296,non-carcinogen,safety
6728,O=C(Nc1cc(Nc2ccc3c(c2)CCc2ccccc2C3=O)ccc1F)c1ccccc1,O=C(Nc1cc(Nc2ccc3c(c2)CCc2ccccc2C3=O)ccc1F)c1ccccc1,0.145683917,0.394166667,0.031091565,0.19031405,non-carcinogen,safety
6737,COc1ccc(-c2ccc(COC3(c4cccnc4)CN(C#N)C3)c(F)c2)cc1F,COc1ccc(-c2ccc(COC3(c4cccnc4)CN(C#N)C3)c(F)c2)cc1F,0.309901645,0.505,0.405810028,0.406903891,non-carcinogen,safety
6739,Cc1ccc(S(=O)(=O)N2CCC(C(=O)NC3CC3)CC2)c(C)c1,Cc1ccc(S(=O)(=O)N2CCC(C(=O)NC3CC3)CC2)c(C)c1,0.01507017,0.14,0.009046587,0.054705586,non-carcinogen,safety
6742,COc1ccc(C2=NN(Cc3ccc(CN4CCOCC4)cc3)C(=O)[C@@H]3CC[C@H]23)cc1OC,COc1ccc(C2=NN(Cc3ccc(CN4CCOCC4)cc3)C(=O)[C@@H]3CC[C@H]23)cc1OC,0.082961408,0.38,0.742779255,0.401913554,non-carcinogen,safety
6748,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1-c1cc2c(o1)CCN(S(C)(=O)=O)C2,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1-c1cc2c(o1)CCN(S(C)(=O)=O)C2,0.310557056,0.366666667,0.011348004,0.229523909,non-carcinogen,safety
6756,Cc1cnc(Nc2ccc([N+](=O)[O-])cc2)nc1N1CCC2(CCNC2=O)CC1,Cc1cnc(Nc2ccc([N+](=O)[O-])cc2)nc1N1CCC2(CCNC2=O)CC1,0.397534139,0.4425,0.988475084,0.609503074,carcinogen,non-safety
6758,Fc1cccc(Cl)c1-c1ncc(-c2ccc(C#Cc3cccc(Cl)c3)nc2)[nH]1,Fc1cccc(Cl)c1-c1ncc(-c2ccc(C#Cc3cccc(Cl)c3)nc2)[nH]1,0.207896725,0.423333333,0.1225795,0.251269853,non-carcinogen,safety
6759,c1ccc2oc(Oc3ccc(OCCN4CCCCCC4)cc3)nc2c1,c1ccc2oc(Oc3ccc(OCCN4CCCCCC4)cc3)nc2c1,0.024444733,0.49,0.971518695,0.495321143,non-carcinogen,safety
6767,Cc1c(C(C)C)c(=O)on1C(=O)N(C)Cc1ccco1,Cc1c(C(C)C)c(=O)on1C(=O)N(C)Cc1ccco1,0.598802814,0.435,0.941437364,0.658413393,carcinogen,non-safety
6771,O=C(Nc1cc(Nc2ccc3c(c2)CCc2ccccc2C3=O)ccc1F)c1ccoc1,O=C(Nc1cc(Nc2ccc3c(c2)CCc2ccccc2C3=O)ccc1F)c1ccoc1,0.125641273,0.386666667,0.028104523,0.180137488,non-carcinogen,safety
6776,O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC1CC1,O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC1CC1,0.339508073,0.35,0.97491318,0.554807084,carcinogen,non-safety
6777,COc1cc(NC(=O)c2ccc(C)c(C#Cc3cc(C(N)=O)cnc3N)c2)cc(OC)c1,COc1cc(NC(=O)c2ccc(C)c(C#Cc3cc(C(N)=O)cnc3N)c2)cc(OC)c1,0.285851837,0.539166667,0.563600361,0.462872955,non-carcinogen,safety
6778,N#CN1CC(COCc2ccc(-c3ccccc3)cc2)C1,N#CN1CC(COCc2ccc(-c3ccccc3)cc2)C1,0.039063047,0.534,0.634574652,0.4025459,non-carcinogen,safety
6781,COc1ccc(C2=NN(CCCCOc3ccc(C4=NNC(=O)C4(C)C)c(F)c3F)C(=O)CC2C)c2cc(C(F)(F)F)nn12,COc1ccc(C2=NN(CCCCOc3ccc(C4=NNC(=O)C4(C)C)c(F)c3F)C(=O)CC2C)c2cc(C(F)(F)F)nn12,0.121164729,0.35,0.050502792,0.173889174,non-carcinogen,safety
6787,Cc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2)cc1C#Cc1cc(-c2cnn(C)c2)cnc1N,Cc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2)cc1C#Cc1cc(-c2cnn(C)c2)cnc1N,0.313523717,0.455,0.982242107,0.583588608,carcinogen,non-safety
6804,Cc1cnc(Nc2ccccc2)nc1-c1cc2c(o1)CCN(C(=O)CC#N)C2,Cc1cnc(Nc2ccccc2)nc1-c1cc2c(o1)CCN(C(=O)CC#N)C2,0.526120939,0.470833333,0.125792623,0.374248965,non-carcinogen,safety
6814,Cc1ccc(S(=O)(=O)N2CCC(C(=O)NC3CCCCCCC3)CC2)c(C)c1,Cc1ccc(S(=O)(=O)N2CCC(C(=O)NC3CCCCCCC3)CC2)c(C)c1,0.017821624,0.13,0.005665851,0.051162491,non-carcinogen,safety
6815,Cc1cnc(Nc2ccccc2)nc1-c1cc2c(o1)CCN(S(C)(=O)=O)C2,Cc1cnc(Nc2ccccc2)nc1-c1cc2c(o1)CCN(S(C)(=O)=O)C2,0.651980006,0.353333333,0.005737029,0.337016789,non-carcinogen,safety
6819,COc1cc(NC(=O)c2ccc(C)c(C#Cc3cc(-c4cnn(C)c4)cnc3N)c2)cc(OC)c1,COc1cc(NC(=O)c2ccc(C)c(C#Cc3cc(-c4cnn(C)c4)cnc3N)c2)cc(OC)c1,0.211968947,0.4225,0.900702894,0.511723947,carcinogen,non-safety
6826,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C#Cc1cc(-c2cnn(C)c2)cnc1N,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C#Cc1cc(-c2cnn(C)c2)cnc1N,0.120912583,0.455,0.982242107,0.519384897,carcinogen,non-safety
6829,Cc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3cnc4ccccc4c3)CC2)c(C)c1,Cc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3cnc4ccccc4c3)CC2)c(C)c1,0.236022367,0.1,0.009190154,0.11507084,non-carcinogen,safety
6833,N#Cc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1,N#Cc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1,0.076581967,0.216666667,0.067441709,0.120230114,non-carcinogen,safety
6854,O=C(O[C@@H](Cc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1)c1ccc(Cl)cc1,O=C(O[C@@H](Cc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1)c1ccc(Cl)cc1,0.059097938,0.27,0.179470584,0.169522841,non-carcinogen,safety
6855,COc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1S(=O)(=O)N(C)C,COc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1S(=O)(=O)N(C)C,0.018691699,0.34,0.13329801,0.163996569,non-carcinogen,safety
6863,O=C(O[C@@H](Cc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1)c1ccccc1,O=C(O[C@@H](Cc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1)c1ccccc1,0.056689325,0.306666667,0.179470584,0.180942192,non-carcinogen,safety
6867,COc1cc(Nc2ncc(C)c(-c3cc4c(o3)CCN(C(=O)CC#N)C4)n2)cc(OC)c1OC,COc1cc(Nc2ncc(C)c(-c3cc4c(o3)CCN(C(=O)CC#N)C4)n2)cc(OC)c1OC,0.548024843,0.406666667,0.067711927,0.340801146,non-carcinogen,safety
6880,COc1ccc(C2=NN(Cc3cccc(CN4CCOCC4)c3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OC,COc1ccc(C2=NN(Cc3cccc(CN4CCOCC4)c3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OC,0.137929501,0.43,0.048828866,0.205586122,non-carcinogen,safety
6882,COc1ccc(NC(=O)c2ccc(C)c(C#Cc3cc(-c4cnn(C)c4)cnc3N)c2)cc1,COc1ccc(NC(=O)c2ccc(C)c(C#Cc3cc(-c4cnn(C)c4)cnc3N)c2)cc1,0.155245422,0.5275,0.977393091,0.553379504,carcinogen,non-safety
6883,COc1cccc(NC(=O)c2ccc(C)c(C#Cc3cc(-c4cnn(C)c4)cnc3N)c2)c1,COc1cccc(NC(=O)c2ccc(C)c(C#Cc3cc(-c4cnn(C)c4)cnc3N)c2)c1,0.236557488,0.5275,0.98704797,0.583701819,carcinogen,non-safety
6885,COc1ccc(C2=NN(CCCCOc3ccc(C4=NNC(=O)C4(C)C)cc3F)C(=O)CC2C)c2cc(C(F)(F)F)nn12,COc1ccc(C2=NN(CCCCOc3ccc(C4=NNC(=O)C4(C)C)cc3F)C(=O)CC2C)c2cc(C(F)(F)F)nn12,0.214065969,0.316666667,0.050502792,0.193745143,non-carcinogen,safety
6887,COc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1Oc1ccccc1,COc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1Oc1ccccc1,0.032898027,0.23,0.224102244,0.162333424,non-carcinogen,safety
6891,COc1ccc(C2=NN(Cc3ccc(CN4CCC5(CC4)OCCO5)cc3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OC,COc1ccc(C2=NN(Cc3ccc(CN4CCC5(CC4)OCCO5)cc3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OC,0.083438524,0.38,0.10170272,0.188380415,non-carcinogen,safety
6892,Cc1ccc(C(=O)Nc2cccc(Cl)c2)cc1C#Cc1cc(-c2cnn(C)c2)cnc1N,Cc1ccc(C(=O)Nc2cccc(Cl)c2)cc1C#Cc1cc(-c2cnn(C)c2)cnc1N,0.303129201,0.428333333,0.870677054,0.534046529,carcinogen,non-safety
6904,CS(=O)(=O)Nc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1CO,CS(=O)(=O)Nc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1CO,0.056698336,0.31,0.01981866,0.128838999,non-carcinogen,safety
6907,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)N[C@H]2CC[C@@H](Oc3ccc4nnc(N5CCN(C)CC5)n4c3)c3ccccc32)cc1,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)N[C@H]2CC[C@@H](Oc3ccc4nnc(N5CCN(C)CC5)n4c3)c3ccccc32)cc1,0.145288903,0.28,0.022663871,0.149317591,non-carcinogen,safety
6909,Fc1cccc(Cl)c1-c1nc(-c2ccc(C#Cc3ccccc3)nc2)c(Br)[nH]1,Fc1cccc(Cl)c1-c1nc(-c2ccc(C#Cc3ccccc3)nc2)c(Br)[nH]1,0.139049514,0.393333333,0.14375253,0.225378459,non-carcinogen,safety
6916,CS(=O)(=O)Nc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1OCc1ccccc1,CS(=O)(=O)Nc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1OCc1ccccc1,0.013226383,0.3075,0.094873741,0.138533375,non-carcinogen,safety
6917,COc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1OC(C)=O,COc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1OC(C)=O,0.025031452,0.31,0.113011964,0.149347805,non-carcinogen,safety
6918,Cc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1NS(C)(=O)=O,Cc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1NS(C)(=O)=O,0.097195931,0.332666667,0.05476658,0.161543059,non-carcinogen,safety
6921,COc1ccc(C2=NN(Cc3ccc(CN4CCOCC4)cc3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OC,COc1ccc(C2=NN(Cc3ccc(CN4CCOCC4)cc3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OC,0.147347009,0.43,0.048828866,0.208725292,non-carcinogen,safety
6926,COc1ccc(NS(C)(=O)=O)cc1C(=O)O[C@@H](Cc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,COc1ccc(NS(C)(=O)=O)cc1C(=O)O[C@@H](Cc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,0.023138311,0.306,0.064567149,0.131235153,non-carcinogen,safety
6939,COc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1O,COc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1O,0.039599277,0.27,0.158457488,0.156018921,non-carcinogen,safety
6942,Cc1ccc(C(=O)Nc2ccc(Cl)cc2)cc1C#Cc1cc(-c2cnn(C)c2)cnc1N,Cc1ccc(C(=O)Nc2ccc(Cl)cc2)cc1C#Cc1cc(-c2cnn(C)c2)cnc1N,0.262033766,0.428333333,0.870677054,0.520348051,carcinogen,non-safety
6949,COc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1NC(C)=O,COc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1NC(C)=O,0.037667645,0.34,0.103561178,0.160409608,non-carcinogen,safety
6951,Cc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1,Cc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1,0.053470483,0.246666667,0.254151285,0.184762812,non-carcinogen,safety
6963,CN(C)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,CN(C)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,0.066780348,0.46,0.080390424,0.202390257,non-carcinogen,safety
6966,CS(=O)(=O)Nc1cc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)ccc1OCc1ccccc1,CS(=O)(=O)Nc1cc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)ccc1OCc1ccccc1,0.013612821,0.3075,0.094873741,0.138662188,non-carcinogen,safety
6974,C[C@H]1CCCCC1c1nnc2ccc(O[C@@H]3CC[C@H](NC(=O)Nc4cc(C(C)(C)C)nn4-c4cccc(OCCN5CCOCC5)c4)c4ccccc43)cn12,C[C@H]1CCCCC1c1nnc2ccc(O[C@@H]3CC[C@H](NC(=O)Nc4cc(C(C)(C)C)nn4-c4cccc(OCCN5CCOCC5)c4)c4ccccc43)cn12,0.028330613,0.25,0.020859912,0.099730175,non-carcinogen,safety
6975,COc1ccc(C2=NN(CCCCOc3ccc(C4=NNC(=O)C4(C)C)cc3)C(=O)CC2C)c2cc(C(F)(F)F)nn12,COc1ccc(C2=NN(CCCCOc3ccc(C4=NNC(=O)C4(C)C)cc3)C(=O)CC2C)c2cc(C(F)(F)F)nn12,0.403674202,0.306666667,0.050112352,0.253484407,non-carcinogen,safety
6979,CNc1ncc2cc(-c3cc(C(=O)Nc4cc(C(F)(F)F)ccc4OC4CCN(C)CC4)ccc3C)ccc2n1,CNc1ncc2cc(-c3cc(C(=O)Nc4cc(C(F)(F)F)ccc4OC4CCN(C)CC4)ccc3C)ccc2n1,0.093622347,0.245,0.045136157,0.127919501,non-carcinogen,safety
6982,COc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1,COc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1,0.040930362,0.2,0.224102244,0.155010869,non-carcinogen,safety
6984,CCn1nc(-c2cccc(-c3cccc(C(=O)NCCN4CCCCC4)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,CCn1nc(-c2cccc(-c3cccc(C(=O)NCCN4CCCCC4)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,0.14239953,0.34,0.270863414,0.251087648,non-carcinogen,safety
6985,COc1cc(NS(C)(=O)=O)ccc1C(=O)O[C@@H](Cc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,COc1cc(NS(C)(=O)=O)ccc1C(=O)O[C@@H](Cc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,0.03262623,0.306,0.032606203,0.123744144,non-carcinogen,safety
6987,Cc1cc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)ccc1NS(C)(=O)=O,Cc1cc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)ccc1NS(C)(=O)=O,0.050029794,0.332666667,0.05476658,0.145821014,non-carcinogen,safety
6989,C[C@H]1CCCCN1c1nnc2ccc(O[C@@H]3CC[C@H](NC(=O)Nc4cc(C(C)(C)C)nn4-c4cnn(CCN5CCC(O)CC5)c4)c4ccccc43)cn12,C[C@H]1CCCCN1c1nnc2ccc(O[C@@H]3CC[C@H](NC(=O)Nc4cc(C(C)(C)C)nn4-c4cnn(CCN5CCC(O)CC5)c4)c4ccccc43)cn12,0.039694044,0.29,0.011056314,0.113583453,non-carcinogen,safety
6998,COc1ccc(C2=NN(CCCCOc3ccc(C4=NNC(=O)C4(C)C)c(F)c3F)C(=O)C2(C)C)c2sc(C(F)(F)F)nc12,COc1ccc(C2=NN(CCCCOc3ccc(C4=NNC(=O)C4(C)C)c(F)c3F)C(=O)C2(C)C)c2sc(C(F)(F)F)nc12,0.189361647,0.34,0.062385917,0.197249188,non-carcinogen,safety
6999,COc1cc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)ccc1NS(C)(=O)=O,COc1cc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)ccc1NS(C)(=O)=O,0.02542488,0.306,0.032999281,0.12147472,non-carcinogen,safety
7006,CCn1nc(-c2cccc(-c3cc(C(=O)NCCO)cc(C(=O)NCCN4CCCCC4)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,CCn1nc(-c2cccc(-c3cc(C(=O)NCCO)cc(C(=O)NCCN4CCCCC4)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,0.149509644,0.33,0.126582667,0.20203077,non-carcinogen,safety
7007,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)N[C@H]2CC[C@@H](Oc3ccc4nnc(C5CCCCC5)n4c3)c3ccccc32)cc1,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)N[C@H]2CC[C@@H](Oc3ccc4nnc(C5CCCCC5)n4c3)c3ccccc32)cc1,0.053105133,0.28,0.032437582,0.121847571,non-carcinogen,safety
7020,COc1ccc(C2=NN(CCCCOc3ccc(C4=NNC(=O)C4(C)C)c(F)c3)C(=O)CC2C)c2cc(C(F)(F)F)nn12,COc1ccc(C2=NN(CCCCOc3ccc(C4=NNC(=O)C4(C)C)c(F)c3)C(=O)CC2C)c2cc(C(F)(F)F)nn12,0.31145256,0.316666667,0.050502792,0.22620734,non-carcinogen,safety
7032,CNS(=O)(=O)c1cc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)ccc1OC,CNS(=O)(=O)c1cc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)ccc1OC,0.02148492,0.306,0.118755966,0.148746962,non-carcinogen,safety
7045,COc1ccc(C2=NN(CCCCCOc3ccc(C4=NNC(=O)CC4C)cc3)C(=O)CC2C)c2cc(C(F)(F)F)nn12,COc1ccc(C2=NN(CCCCCOc3ccc(C4=NNC(=O)CC4C)cc3)C(=O)CC2C)c2cc(C(F)(F)F)nn12,0.304901777,0.346666667,0.095212013,0.248926819,non-carcinogen,safety
7052,CS(=O)(=O)Nc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1,CS(=O)(=O)Nc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1,0.048422666,0.334166667,0.106856957,0.163148763,non-carcinogen,safety
7053,COc1cc(NS(C)(=O)=O)cc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)c1,COc1cc(NS(C)(=O)=O)cc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)c1,0.041837939,0.306,0.027668634,0.125168858,non-carcinogen,safety
7055,COc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1OC,COc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1OC,0.039599277,0.22,0.104978837,0.121526038,non-carcinogen,safety
7063,CCn1nc(-c2cccc(-c3cc(C(=O)NCCN4CCOCC4)cc(C(=O)NC4CC4)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,CCn1nc(-c2cccc(-c3cc(C(=O)NCCN4CCOCC4)cc(C(=O)NC4CC4)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,0.157360045,0.376666667,0.577107072,0.370377928,non-carcinogen,safety
7071,COc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1NS(C)(=O)=O,COc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1NS(C)(=O)=O,0.027388866,0.306,0.032999281,0.122129382,non-carcinogen,safety
7089,C/C=C(\C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C)CO[C@H]3[C@@H](O)[C@@]4(C)C5=CC[C@H](c6ccoc6)[C@]5(C)[C@@H](OC(C)=O)C[C@@H]4[C@]1(C)[C@@H]32,C/C=C(\C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C)CO[C@H]3[C@@H](O)[C@@]4(C)C5=CC[C@H](c6ccoc6)[C@]5(C)[C@@H](OC(C)=O)C[C@@H]4[C@]1(C)[C@@H]32,0.170886354,0.263333333,0.911226511,0.448482066,non-carcinogen,safety
7092,CO[C@H]1OC[C@]23[C@@H](O)C[C@@H](OC(C)=O)[C@@]1(C)[C@@H]2C[C@@H](O)[C@@]1(C)[C@@H]2C(=O)C[C@@H](c4ccoc4)[C@]2(C)[C@@H](OC(C)=O)C(=O)[C@@H]13,CO[C@H]1OC[C@]23[C@@H](O)C[C@@H](OC(C)=O)[C@@]1(C)[C@@H]2C[C@@H](O)[C@@]1(C)[C@@H]2C(=O)C[C@@H](c4ccoc4)[C@]2(C)[C@@H](OC(C)=O)C(=O)[C@@H]13,0.302853674,0.363333333,0.130347997,0.265511668,non-carcinogen,safety
