ID,scaffold,mean_shap_full,mean_shap_test,mean_shap,effect_test
pos61,O=C1CC[C@]23Oc4cccc5c4[C@](Oc4cccc1c42)(O3)[C@@H]1O[C@@H]1C5,0.001569714,0.001569714,0.001569714,positive
pos62,O=C1C=CC(c2cc(=O)c3ccccc3o2)C=C1,0.001568779,0.001568779,0.001568779,positive
pos63,O=C1NC(=S)S/C1=C\c1cccc(N=Nc2ccccc2)c1,0.001557602,0.001557602,0.001557602,positive
pos64,c1nc(Sc2nnn[nH]2)c2ccsc2n1,0.001544984,0.001544984,0.001544984,positive
pos65,O=C1ON=C(c2ccccc2)/C1=C\c1ccccc1,0.001538502,0.001538502,0.001538502,positive
pos66,O=C(Nc1ccc2c(c1)C(=O)NCC[C@@H](CNCc1ccccc1)OCCCCCO2)Nc1cccc2ccccc12,0.001525975,0.001525975,0.001525975,positive
pos67,C1=C\[C@H]2CCCC2CC2CCC[C@@H]2C/1,0.001522936,0.001522936,0.001522936,positive
pos68,O=C1CCCO1,0.001516951,0.001516951,0.001516951,positive
pos69,C=C1C(=O)O[C@@H]2[C@H]3C4O[C@H]4[C@H]4O[C@]43CCC[C@@H]12,0.001512993,0.001512993,0.001512993,positive
pos70,O=C(/C=C/c1ccccc1)O/C=C\c1ccccc1,0.001510392,0.001510392,0.001510392,positive
pos71,O=C(Cc1ccccc1)Cc1ccccc1,0.001501796,0.001501796,0.001501796,positive
pos72,O=C1/C=C/[C@H]2C[C@H]2CCC=C[C@H]2CCCC12,0.001501009,0.001501009,0.001501009,positive
pos73,O=C(/C=C/c1ccccc1)NC(=S)NNC(=O)c1conc1-c1ccccc1,0.001500295,0.001500295,0.001500295,positive
pos74,c1ccc2oc(-c3csc4ncnc(Sc5nnn[nH]5)c34)cc2c1,0.00147312,0.00147312,0.00147312,positive
pos75,S=c1[nH]nc(-c2cc[nH]n2)n1/N=C/C=C/c1ccccc1,0.001472022,0.001472022,0.001472022,positive
pos76,O=C1C[C@H]2CCCCC2C2C(=O)C=C3C(CCC4CCCC[C@@H]34)C12,0.001471223,0.001471223,0.001471223,positive
pos77,O=C(N/N=C/c1ccc(OS(=O)(=O)c2ccccc2)cc1)c1cc[nH]n1,0.00146981,0.00146981,0.00146981,positive
pos78,C(=C\c1nc(-c2ccccc2)cs1)\c1ccco1,0.001457229,0.001457229,0.001457229,positive
pos79,C(=N/Nc1nc(-c2cccnc2)nc2ccccc12)\c1ccccc1,0.001445711,0.001445711,0.001445711,positive
pos80,O=C1/C(=C/c2ccccc2)SC(=S)N1CCc1ccccc1,0.001438561,0.001438561,0.001438561,positive
pos81,O=C(CC1=C/C(=C\c2ccccc2)c2ccccc21)NCCOc1ccccc1,0.00143565,0.00143565,0.00143565,positive
pos82,O=C(CC1=C/C(=C\c2ccccc2)c2ccccc21)NCCCOc1ccccc1,0.00143565,0.00143565,0.00143565,positive
pos83,O=C(Nc1ccccc1)/C(=C/c1ccco1)c1ccccc1,0.001433526,0.001433526,0.001433526,positive
pos84,c1c[nH]c(-c2csc3ncnc(Sc4nnn[nH]4)c23)c1,0.001433169,0.001433169,0.001433169,positive
pos85,c1cc(Sc2ccncn2)ncn1,0.001432687,0.001432687,0.001432687,positive
pos86,O=C1/C(=C\c2ccccc2)SC(=S)N1NS(=O)(=O)c1ccccc1,0.001424817,0.001424817,0.001424817,positive
pos87,O=C1C=C[C@H]2CC3CCC[C@@H]3C/C=C\[C@@H]12,0.001424271,0.001424271,0.001424271,positive
pos88,N=C1/C(=C/c2ccc(-c3ccccc3)o2)C(=O)N=C2SC=CN12,0.001414406,0.001414406,0.001414406,positive
pos89,C=C1C[C@H]2C(CC[C@H]3CCCCC32)C2CC[C@@]34CCCC[C@H]3[C@@]12OC4=O,0.001411778,0.001411778,0.001411778,positive
pos90,O=C(/C=C/c1ccccc1)c1cccs1,0.001407877,0.001407877,0.001407877,positive
pos91,c1ccc([C@H](Cc2ccncc2)c2cccc(OC3CCCC3)c2)cc1,0.001402318,0.001402318,0.001402318,positive
pos92,O=C1C=CC[C@H](CC2=CCC3C2CC[C@@H]2C4C(=O)CCC[C@@H]4CC[C@@H]32)O1,0.001398973,0.001398973,0.001398973,positive
pos93,O=C(Nc1ccccc1C(=O)N/N=C/c1ccco1)c1ccccc1,0.001398946,0.001398946,0.001398946,positive
pos94,O=c1ccc2ccc(OC[C@H]3CCC[C@@H]4CCCCC43)cc2o1,0.001397723,0.001397723,0.001397723,positive
pos95,c1ccc2c(c1)C[C@H]1O[C@H]1C21Oc2cccc3cccc(c23)O1,0.001396999,0.001396999,0.001396999,positive
pos96,c1ccc2c(c1)C[C@@H]1O[C@@H]1C21Oc2cccc3cccc(c23)O1,0.001396999,0.001396999,0.001396999,positive
pos97,O=C(Nc1ccccc1)c1cccc(-c2ccc3nc(NC4CC4)ncc3c2)c1,0.001393712,0.001393712,0.001393712,positive
pos98,N=C1/C(=C\c2ccc(OCCOc3ccccc3)cc2)C(=O)N=C2SC=NN12,0.00139343,0.00139343,0.00139343,positive
pos99,O=C(/C=C/c1ccccc1)O[C@H]1C[C@H]2CCC1C2,0.001392888,0.001392888,0.001392888,positive
pos100,C(#Cc1ccc(C2CN(c3nccs3)C2)cc1)c1ccccc1,0.001386175,0.001386175,0.001386175,positive
pos101,O=C(Nc1ccnn1-c1ccccc1)N[C@H]1CC[C@H](Oc2ccc3nncn3c2)c2ccccc21,0.001385465,0.001385465,0.001385465,positive
pos102,O=C(Nc1ccnn1-c1ccccc1)N[C@H]1CC[C@@H](Oc2ccc3nnc(C4CCCCC4)n3c2)c2ccccc21,0.001377623,0.001377623,0.001377623,positive
pos103,O=c1oc2ccccc2cc1-c1ccccc1,0.001376618,0.001376618,0.001376618,positive
pos104,O=C1CCC2CCCC[C@@H]2C1,0.001376486,0.001376486,0.001376486,positive
pos105,O=C1ON=C/C1=C\c1ccccc1,0.001372411,0.001372411,0.001372411,positive
pos106,O=C1/C(=C/c2ccco2)SC(=S)N1/N=C/c1ccccc1,0.001371575,0.001371575,0.001371575,positive
pos107,O=C(Cn1ncccc1=O)c1cc[nH]c1,0.001370206,0.001370206,0.001370206,positive
pos108,O=C(Nc1ccccc1)Nc1ccc2c(c1)C(=O)NCC[C@H](CNCC1CCCCC1)OCCCCCO2,0.001367876,0.001367876,0.001367876,positive
pos109,C=C1CCCC2C[C@H]3OC(=O)C[C@H]3CC12,0.001366835,0.001366835,0.001366835,positive
pos110,O=C(N/N=C/c1ccccc1)c1ccccc1,0.001365795,0.001365795,0.001365795,positive
pos111,C(=N/Nc1nc(-c2ccccc2)cs1)\c1ccccc1,0.001364225,0.001364225,0.001364225,positive
pos112,O=C1/C(=C/c2ccccc2)C=NN1c1ccccc1,0.001353806,0.001353806,0.001353806,positive
pos113,O=C1CCC(c2cccn3nccc23)=NN1CCCCOc1ccc(-c2ccc(=O)[nH]n2)cc1,0.001349744,0.001349744,0.001349744,positive
pos114,O=C1NC(=S)N/C1=C\c1coc2ccccc2c1=O,0.001338107,0.001338107,0.001338107,positive
pos115,O=C(O[C@H]1CCC2CO[C@@H]3[C@@H]2C1CC1C2=C[C@H](c4ccoc4)C[C@H]2O[C@@H]13)c1ccccc1,0.001335941,0.001335941,0.001335941,positive
pos116,C1=CC2=C[C@H]3C[C@H]4C(C[C@H]5C[C@@]6(CCCCN6)O[C@H]54)C[C@@H]3C2CC1,0.001334189,0.001334189,0.001334189,positive
pos117,O=C(O[C@H]1CCCCO1)[C@]12CCCCC1C1=CCC3C(CCC4C3CC[C@@H]3OCCCC43)C1CC2,0.001332047,0.001332047,0.001332047,positive
pos118,O=C1CC(c2ccc(OCCCCN3N=C(c4cccn5nccc45)CCC3=O)cc2)=NN1,0.001329878,0.001329878,0.001329878,positive
pos119,C1=Nc2ccccc2/C1=C/c1cnc(Nc2ccccc2)s1,0.001328206,0.001328206,0.001328206,positive
pos120,c1cn(-c2ccc(Nc3nccc(-c4cc5c(o4)CCNC5)n3)cc2)cn1,0.001327884,0.001327884,0.001327884,positive
pos121,O=C(N/N=C/c1ccccn1)c1ccccc1,0.001326305,0.001326305,0.001326305,positive
pos122,O=C(Nc1ccncc1)Nc1cc(-c2cccc(-c3cccc(C(=O)NCCN4CCCCC4)c3)c2)n[nH]c1=O,0.001325314,0.001325314,0.001325314,positive
pos123,c1ccc(O[C@H]2CC[C@H](O[C@H]3CCCCO3)CO2)cc1,0.001321161,0.001321161,0.001321161,positive
pos124,O=C1C[C@H]2CC=CCC[C@H]2O1,0.001314917,0.001314917,0.001314917,positive
pos125,O=C1ON=C(c2ccccc2)/C1=C/c1ccccc1,0.001312548,0.001312548,0.001312548,positive
pos126,O=C(Nc1ccccc1)Nc1cccc(-c2ccc3ncncc3c2)c1,0.001311064,0.001311064,0.001311064,positive
pos127,O=C1C[C@@H](c2ccccc2)Oc2ccccc21,0.001304159,0.001304159,0.001304159,positive
pos128,c1ccc2c(c1)CCCC21Oc2cccc3cccc(c23)O1,0.001300088,0.001300088,0.001300088,positive
pos129,C=C1[C@@H]2CCCC2CC[C@]23CC[C@H](CC[C@@H]12)C3,0.001294835,0.001294835,0.001294835,positive
pos130,C(=N/Nc1ccccn1)\c1ccccc1,0.001294545,0.001294545,0.001294545,positive
pos131,O=C(CCN1C(=O)/C(=C/c2ccccc2)SC1=S)Nc1ccccc1,0.001293089,0.001293089,0.001293089,positive
pos132,C=C1C(=O)N(c2ccccc2)N=C1c1ccccc1,0.001289831,0.001289831,0.001289831,positive
pos133,O=C(OC[C@@H]1C[C@H](OC(=O)c2ccccc2)C[C@H](OC(=O)c2ccccc2)O1)c1ccccc1,0.0012798,0.0012798,0.0012798,positive
pos134,O=c1c(-c2ccccc2)coc2ccccc12,0.001278746,0.001278746,0.001278746,positive
pos135,O=C1CCC(c2ccc(OCCCN3N=C(c4cccn5nccc45)CCC3=O)cc2)=NN1,0.001278059,0.001278059,0.001278059,positive
pos136,O=C(C=Cc1ccc(OCCN2CCOCC2)cc1)Nc1ccccc1,0.001273714,0.001273714,0.001273714,positive
pos137,O=C(Cn1cccn1)N/N=C/c1ccccc1,0.001268789,0.001268789,0.001268789,positive
pos138,O=C(c1ccccc1)N1CC(c2ccc(C#CC3CCCC3)cc2)C1,0.001260553,0.001260553,0.001260553,positive
pos139,O=C(C=Cc1ccc(N2CCCCC2)o1)NCCc1c[nH]c2ccccc12,0.001252684,0.001252684,0.001252684,positive
pos140,c1cc(CCn2ccnc2)cc(OC2CCOC2)c1,0.001248433,0.001248433,0.001248433,positive
pos141,O=C(NC=Cc1c2ccccc2cc2ccccc12)c1ccccc1,0.001247872,0.001247872,0.001247872,positive
pos142,O=C(Cc1cccc(C(=O)c2ccccc2)c1)Nc1ccccc1,0.001247133,0.001247133,0.001247133,positive
pos143,O=C(C=Cc1ccc2c(c1)OCO2)c1ccc2occc2c1,0.001242877,0.001242877,0.001242877,positive
pos144,C=C1C(=O)OC2[C@H]3C4C=C[C@]3(CCC[C@@H]12)OO4,0.00123767,0.00123767,0.00123767,positive
pos145,O=C1C=CC2=CC=C3C(CCC4C3CCC3CCCC[C@H]34)C2=C1,0.001235216,0.001235216,0.001235216,positive
pos146,O=C1Nc2ccccc2/C1=C/C(=O)c1cccs1,0.001234424,0.001234424,0.001234424,positive
pos147,O=C1C=C2C=CN(CCCCN3C=CC4=CC(=O)CC(=O)C4=C3)C=C2C(=O)C1,0.001233091,0.001233091,0.001233091,positive
pos148,O=C1C=CC2=C(C1)O[C@H](c1ccccc1)CC2=O,0.001230209,0.001230209,0.001230209,positive
pos149,C1=C2CC[C@H]3CCCCC3[C@H]2CCC1,0.00122612,0.00122612,0.00122612,positive
pos150,C=C1CCCC2c3ccccc3CC[C@@H]12,0.00122467,0.00122467,0.00122467,positive
pos151,O=C(Cc1ccccc1)Nc1ccc(Oc2ccc(C3CCOC3)cc2)cc1,0.001221528,0.001221528,0.001221528,positive
pos152,C=C1C(=O)O[C@H]2CC=CC(=O)/C=C\CC[C@@H]12,0.001221358,0.001221358,0.001221358,positive
pos153,c1cc(-c2cn3c4nc(ncc24)NCCCCCCCCCCCC3)ccc1CN1CCNCC1,0.001219917,0.001219917,0.001219917,positive
pos154,c1cc(-c2cn3c4nc(ncc24)NCCCCCCCCCCC3)ccc1CN1CCNCC1,0.001219917,0.001219917,0.001219917,positive
pos155,O=C1C=CC2=C(C1)O[C@H](c1ccc3c(c1)OCO3)CC2,0.001216666,0.001216666,0.001216666,positive
pos156,O=C1C=C2CC[C@H]3[C@@H]4CC(=O)CC4CC[C@@H]3C2CC1,0.001211393,0.001211393,0.001211393,positive
pos157,O=C1NCC[C@H](CNS(=O)(=O)c2ccccc2)OCc2ccccc2-c2c1[nH]c1ccccc21,0.001207777,0.001207777,0.001207777,positive
pos158,O=C1NC(=S)NC(=O)C1=Cc1c[nH]nc1-c1cc2ccccc2oc1=O,0.001202322,0.001202322,0.001202322,positive
pos159,O=C1C=CC=C2OCCC12,0.001197715,0.001197715,0.001197715,positive
pos160,O=C(c1ccccc1)c1ccc(Sc2ccccc2)cc1,0.001195307,0.001195307,0.001195307,positive
pos161,c1cc(-c2cn3c4nc(ncc24)NCCCCCCCCC3)ccc1CN1CCNCC1,0.001189885,0.001189885,0.001189885,positive
pos162,O=C1OCC2=C1CCC1[C@H]2C[C@@H]2O[C@@]23CCC[C@@H]2O[C@@]123,0.001189615,0.001189615,0.001189615,positive
pos163,c1cc(-c2cn3c4nc(ncc24)NCCCCCCCCCCCC3)ccn1,0.001189179,0.001189179,0.001189179,positive
pos164,O=C(/C=C/c1cccs1)NC(=S)NNC(=O)c1conc1-c1ccccc1,0.001185752,0.001185752,0.001185752,positive
pos165,O=C(NCCc1ccccc1)c1ccc2nc(/C=C/c3ccccc3)c(=O)[nH]c2c1,0.001183449,0.001183449,0.001183449,positive
pos166,O=C1C=C([C@H]2C=C3C4CC5C(=O)C=CC6CO[C@H]([C@@H]65)[C@H]4O[C@@H]3C2)CO1,0.001179588,0.001179588,0.001179588,positive
pos167,O=C1c2ccc(Nc3ccccc3)cc2CCc2ccc(OC[C@H]3COCO3)cc21,0.001179442,0.001179442,0.001179442,positive
pos168,O=C1NCC[C@@H](CNCc2ccccc2)OCCCCCOc2ccc(NS(=O)(=O)c3cccs3)cc21,0.001170122,0.001170122,0.001170122,positive
pos169,O=C1C(=Cc2ccn(-c3ccccc3)c2)C(=O)c2ccccc21,0.001169117,0.001169117,0.001169117,positive
pos170,O=C(N/C=C\c1ccc2[nH]c3ccccc3c2c1)c1ccccc1,0.001166418,0.001166418,0.001166418,positive
pos171,O=C1NC(=NCc2ccccc2)S/C1=C/c1ccccc1,0.001163304,0.001163304,0.001163304,positive
pos172,O=c1c2cnc(Nc3ccc(OCCN4CCOCC4)cc3)nc2n2c3ccccc3nc2n1-c1ccccc1,0.001160422,0.001160422,0.001160422,positive
pos173,c1ccc(Cc2cccc3c2CCc2ccccc2-3)cc1,0.001160235,0.001160235,0.001160235,positive
pos174,O=C(C=Cc1ccccc1)NC1CCCCC1,0.001156838,0.001156838,0.001156838,positive
pos175,C(=C1\CCc2cc3ccccc3nc21)\c1ccco1,0.001154803,0.001154803,0.001154803,positive
pos176,O=C(O[C@@H]1Cc2ccccc2O[C@@H]1c1ccccc1)c1ccccc1,0.001154137,0.001154137,0.001154137,positive
pos177,O=C(/C=C\Nc1ccccc1)c1cccs1,0.001134783,0.001134783,0.001134783,positive
pos178,c1ccc(-c2cn3c4nc(ncc24)NCCCCCCCCCCCC3)cc1,0.001130563,0.001130563,0.001130563,positive
pos179,O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CSCCN1,0.001128659,0.001128659,0.001128659,positive
pos180,O=C(N/N=C/c1cc2ccccc2s1)c1ccccc1,0.0011284,0.0011284,0.0011284,positive
pos181,O=c1ccoc2ccccc12,0.001125852,0.001125852,0.001125852,positive
pos182,C(=Nc1ncccn1)Nc1ccccc1,0.001119675,0.001119675,0.001119675,positive
pos183,c1ccc(Nc2c[nH]c3ccccc23)cc1,0.001117964,0.001117964,0.001117964,positive
pos184,O=C(C=Cc1cn(-c2ccccc2)nc1-c1cccc(S(=O)(=O)N2CCOCC2)c1)NCc1ccco1,0.001115585,0.001115585,0.001115585,positive
pos185,O=C(N/N=C/c1ccco1)c1cn(-c2ccccc2)nc1-c1ccccc1,0.00110657,0.00110657,0.00110657,positive
pos186,O=C(/C=C/c1ccc2c(c1)OCO2)Nc1nc2ccccc2s1,0.001102313,0.001102313,0.001102313,positive
pos187,O=C(NC(=S)NNC(=O)c1ccco1)c1ccccc1,0.001100924,0.001100924,0.001100924,positive
pos188,O=C(Cc1cn(C(=O)c2ccccc2)c2ccccc12)NCCCCOc1ccccc1,0.001099831,0.001099831,0.001099831,positive
pos189,O=C(NNC(=S)NC(=O)c1conc1-c1ccccc1)c1ccccc1,0.001098729,0.001098729,0.001098729,positive
pos190,O=C(N/N=C/c1ccccc1)c1[nH]c2ccccc2c1-c1ccccc1,0.001098425,0.001098425,0.001098425,positive
pos191,O=C1CCCc2sc(Nc3cccc(OC4CCNCC4)c3)nc21,0.001095599,0.001095599,0.001095599,positive
pos192,O=C1NC(=O)N(c2ccccc2)C(=O)/C1=C\C=C\c1ccco1,0.001094045,0.001094045,0.001094045,positive
pos193,O=C1CCC(/C=C/c2ccccc2)=NN1,0.001089357,0.001089357,0.001089357,positive
pos194,O=C(C=Cc1cn(CCOc2ccccc2)c2ccccc12)NCc1ccco1,0.001086057,0.001086057,0.001086057,positive
pos195,C=C1CC[C@H]2CCCCC2C1,0.001082039,0.001082039,0.001082039,positive
pos196,O=C1c2ccccc2CCc2cc(Oc3ccccc3)ccc21,0.001081925,0.001081925,0.001081925,positive
pos197,O=C(/C=C/c1ccc(-c2ccccc2)cc1)N1CCCC1,0.001080016,0.001080016,0.001080016,positive
pos198,S=c1[nH]nc(-c2ccccc2)n1/N=C/c1ccc[nH]1,0.001079498,0.001079498,0.001079498,positive
pos199,O=C1/C(=C\c2ccccc2)C=NN1c1nc(-c2ccccc2)cs1,0.001079377,0.001079377,0.001079377,positive
pos200,O=C(/C=C/c1ccccc1)c1ccc[nH]c1=O,0.001079351,0.001079351,0.001079351,positive
pos201,O=C(Nc1cccc([C@@H](Cc2ccncc2)c2cccc(OC3CCCC3)c2)c1)N1CCCC1,0.001077586,0.001077586,0.001077586,positive
pos202,O=C1N=C(c2ccc(Oc3ccccc3)cc2)S/C1=C\c1ccc2ccccc2c1,0.001076305,0.001076305,0.001076305,positive
pos203,O=C(Nc1ccccc1)Nc1cccc2c1O[C@@H](CNS(=O)(=O)c1ccccc1)CCNC2=O,0.001071852,0.001071852,0.001071852,positive
pos204,O=C(NCC1CCCO1)c1cc2c(-c3ccco3)c3c(nc2s1)/C(=C/c1ccco1)CC3,0.001071699,0.001071699,0.001071699,positive
pos205,O=C(Nc1ccccc1N1CCCCC1)c1cccc(-c2ccc3ncncc3c2)c1,0.001070257,0.001070257,0.001070257,positive
pos206,O=C(N/N=C/c1ccccc1)c1ccc(CN2C(=O)c3cccc4cccc2c34)cc1,0.001067708,0.001067708,0.001067708,positive
