Unnamed: 0,np_id,InChI,InChIKey,canonical_smiles,lipinski_rule_of_five_violations,sa_score
72188,NPC216127,"InChI=1S/C26H54/c1-3-5-7-9-11-13-15-17-19-21-23-25-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-26H2,1-2H3",HMSWAIKSFDFLKN-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCC,1,1.0679485000935323
72265,NPC12633,"InChI=1S/C16H14O3/c1-17-14-7-4-12(5-8-14)2-3-13-6-9-15-16(10-13)19-11-18-15/h2-10H,11H2,1H3/b3-2+",ILVCMPNWTZNQMO-NSCUHMNNSA-N,COc1ccc(/C=C/c2ccc3c(c2)OCO3)cc1,0,1.8452813611069345
72314,NPC112192,"InChI=1S/C17H18O4/c1-20-15-9-5-13(17(11-15)21-2)6-10-16(19)12-3-7-14(18)8-4-12/h3-5,7-9,11,18H,6,10H2,1-2H3",RSAIVLRELNGZEY-UHFFFAOYSA-N,COc1ccc(CCC(=O)c2ccc(O)cc2)c(OC)c1,0,1.7872856021792352
72319,NPC291116,"InChI=1S/C12H14O3/c1-3-15-12(13)9-6-10-4-7-11(14-2)8-5-10/h4-9H,3H2,1-2H3",DHNGCHLFKUPGPX-UHFFFAOYSA-N,CCOC(=O)C=Cc1ccc(OC)cc1,0,1.6356605913313889
72393,NPC271732,"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2",PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Nc1ccccc1,0,1.2633697403702335
72417,NPC46358,InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H,SMWDFEZZVXVKRB-UHFFFAOYSA-N,c1ccc2ncccc2c1,0,1.3477370589832063
72432,NPC84856,"InChI=1S/C10H14O3/c1-7-9(12-3)5-8(11-2)6-10(7)13-4/h5-6H,1-4H3",TZPKFPYZCMHDHL-UHFFFAOYSA-N,COc1cc(OC)c(C)c(OC)c1,0,1.6623412884703654
72436,NPC32047,"InChI=1S/C21H42O/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(2)22/h3-20H2,1-2H3",VUVUIDMZOWHIIJ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCC(C)=O,1,1.6983054023951922
72459,NPC241737,"InChI=1S/C9H12O2/c1-2-11-7-8-3-5-9(10)6-4-8/h3-6,10H,2,7H2,1H3",UWQZVUQKBWZNLN-UHFFFAOYSA-N,CCOCc1ccc(O)cc1,0,1.591324902054053
72482,NPC134825,"InChI=1S/C7H9N/c1-8-7-5-3-2-4-6-7/h2-6,8H,1H3",AFBPFSWMIHJQDM-UHFFFAOYSA-N,CNc1ccccc1,0,1.3098936145958557
72498,NPC124799,"InChI=1S/C9H10O2/c1-6-3-4-8(9(10)11)5-7(6)2/h3-5H,1-2H3,(H,10,11)",OPVAJFQBSDUNQA-UHFFFAOYSA-N,Cc1ccc(C(=O)O)cc1C,0,1.349047551151342
72504,NPC31131,"InChI=1S/C17H16O4/c1-20-15-8-4-12(5-9-15)16(19)10-6-13-3-7-14(18)11-17(13)21-2/h3-11,18H,1-2H3/b10-6+",CTBBBAQHUJVKNG-UXBLZVDNSA-N,COc1ccc(C(=O)/C=C/c2ccc(O)cc2OC)cc1,0,1.8932180663252591
72527,NPC200333,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,CSCPPACGZOOCGX-UHFFFAOYSA-N,CC(C)=O,0,1.6549326618525964
72533,NPC329501,"InChI=1S/C5H13N/c1-5(2)6(3)4/h5H,1-4H3",VMOWKUTXPNPTEN-UHFFFAOYSA-N,CC(C)N(C)C,0,1.9118346902979955
72624,NPC246661,"InChI=1S/C18H28O3/c1-4-5-6-7-8-9-16(19)12-10-15-11-13-17(20-2)18(14-15)21-3/h11,13-14H,4-10,12H2,1-3H3",WPGKEQMMTRTWDF-UHFFFAOYSA-N,CCCCCCCC(=O)CCc1ccc(OC)c(OC)c1,0,1.8179935552431203
72658,NPC32714,"InChI=1S/C24H34O/c25-24-20-14-19-23(21-24)18-11-8-6-4-2-1-3-5-7-10-15-22-16-12-9-13-17-22/h9,12-14,16-17,19-21,25H,1-8,10-11,15,18H2",OBJCWODHUKKNOI-UHFFFAOYSA-N,Oc1cccc(CCCCCCCCCCCCc2ccccc2)c1,1,1.7622424541075254
72675,NPC151547,InChI=1S/C2H4O/c1-2-3-1/h1-2H2,IAYPIBMASNFSPL-UHFFFAOYSA-N,C1CO1,0,1.8078097858877324
72787,NPC479437,"InChI=1S/C18H18O2/c19-18(14-13-17-10-5-2-6-11-17)20-15-7-12-16-8-3-1-4-9-16/h1-12H,13-15H2/b12-7+",SYPODLJMXGVBQI-KPKJPENVSA-N,O=C(CCc1ccccc1)OC/C=C/c1ccccc1,0,1.7652573860042153
72843,NPC96102,"InChI=1S/C10H12N2/c11-6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6,11H2",APJYDQYYACXCRM-UHFFFAOYSA-N,NCCc1c[nH]c2ccccc12,0,1.794984198770475
72908,NPC7814,"InChI=1S/C5H8O3/c1-4(6)2-3-5(7)8/h2-3H2,1H3,(H,7,8)",JOOXCMJARBKPKM-UHFFFAOYSA-N,CC(=O)CCC(=O)O,0,1.8093060226226125
73032,NPC60361,"InChI=1S/C3H9N/c1-3(2)4/h3H,4H2,1-2H3",JJWLVOIRVHMVIS-UHFFFAOYSA-N,CC(C)N,0,1.9105499695449026
73040,NPC243230,"InChI=1S/C16H24O2/c1-2-3-4-5-6-10-13-18-16(17)14-15-11-8-7-9-12-15/h7-9,11-12H,2-6,10,13-14H2,1H3",VGYPAVUJUMQTGE-UHFFFAOYSA-N,CCCCCCCCOC(=O)Cc1ccccc1,0,1.592133769187182
73048,NPC180508,"InChI=1S/C16H16O3/c1-18-15-9-13(10-16(11-15)19-2)4-3-12-5-7-14(17)8-6-12/h3-11,17H,1-2H3/b4-3+",VLEUZFDZJKSGMX-ONEGZZNKSA-N,COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1,0,1.886630994806568
73058,NPC221743,"InChI=1S/C11H14O2/c1-9(2)7-8-13-11-5-3-10(12)4-6-11/h3-7,12H,8H2,1-2H3",QAHFPRYLZONICJ-UHFFFAOYSA-N,CC(C)=CCOc1ccc(O)cc1,0,1.9149666730857486
73061,NPC279674,"InChI=1S/C13H16O2/c1-2-3-4-8-11-15-13(14)12-9-6-5-7-10-12/h4-10H,2-3,11H2,1H3/b8-4-",IRWNFSMZBFIURE-YWEYNIOJSA-N,CCC/C=C\COC(=O)c1ccccc1,0,1.8799942994837018
73116,NPC113307,InChI=1S/C13H8O/c14-13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)13/h1-8H,YLQWCDOCJODRMT-UHFFFAOYSA-N,O=C1c2ccccc2-c2ccccc21,0,1.396360807596972
73146,NPC213774,"InChI=1S/C7H9N/c1-6-4-3-5-7(2)8-6/h3-5H,1-2H3",OISVCGZHLKNMSJ-UHFFFAOYSA-N,Cc1cccc(C)n1,0,1.6652097289163166
73175,NPC185699,"InChI=1S/C9H18O2/c1-4-5-6-7-11-9(10)8(2)3/h8H,4-7H2,1-3H3",UYGGIIOLYXRSQY-UHFFFAOYSA-N,CCCCCOC(=O)C(C)C,0,1.8115854821858246
73204,NPC61883,"InChI=1S/C14H28/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3,5H,4,6-14H2,1-2H3",OBDUMNZXAIUUTH-UHFFFAOYSA-N,CC=CCCCCCCCCCCC,1,1.9688886626152176
73232,NPC76765,"InChI=1S/C18H36/c1-3-5-7-9-11-13-15-17-18-16-14-12-10-8-6-4-2/h3H,1,4-18H2,2H3",CCCMONHAUSKTEQ-UHFFFAOYSA-N,C=CCCCCCCCCCCCCCCCC,1,1.795739892430987
73285,NPC322239,"InChI=1S/C16H10O/c17-14-9-7-12-5-4-10-2-1-3-11-6-8-13(14)16(12)15(10)11/h1-9,17H",BIJNHUAPTJVVNQ-UHFFFAOYSA-N,Oc1ccc2ccc3cccc4ccc1c2c34,0,1.9083619664559421
73301,NPC324778,"InChI=1S/C10H17NO5/c12-8(11-7-10(15)16)5-3-1-2-4-6-9(13)14/h1-7H2,(H,11,12)(H,13,14)(H,15,16)",HXATVKDSYDWTCX-UHFFFAOYSA-N,O=C(O)CCCCCCC(=O)NCC(=O)O,0,1.8047860424324114
73310,NPC98543,"InChI=1S/C7H6O4/c8-5-1-4(7(10)11)2-6(9)3-5/h1-3,8-9H,(H,10,11)",UYEMGAFJOZZIFP-UHFFFAOYSA-N,O=C(O)c1cc(O)cc(O)c1,0,1.977810946376806
73341,NPC251554,"InChI=1S/C16H32O2/c1-14(2)10-7-5-6-8-12-16(17)18-13-9-11-15(3)4/h14-15H,5-13H2,1-4H3",DZMWJKCEEYZSQX-UHFFFAOYSA-N,CC(C)CCCCCCC(=O)OCCCC(C)C,0,1.9502553004032173
73353,NPC323019,"InChI=1S/C10H14O2/c1-10(2,11)8-4-6-9(12-3)7-5-8/h4-7,11H,1-3H3",BFXOWZOXTDBCHP-UHFFFAOYSA-N,COc1ccc(C(C)(C)O)cc1,0,1.645295407561683
73423,NPC89938,"InChI=1S/C12H16O3/c1-3-10(13)6-4-9-5-7-11(14)12(8-9)15-2/h5,7-8,14H,3-4,6H2,1-2H3",MDOAFJBLZREPFB-UHFFFAOYSA-N,CCC(=O)CCc1ccc(O)c(OC)c1,0,1.918030304545006
73425,NPC220540,"InChI=1S/C9H10O3/c1-11-8-5-3-7(4-6-8)9(10)12-2/h3-6H,1-2H3",DDIZAANNODHTRB-UHFFFAOYSA-N,COC(=O)c1ccc(OC)cc1,0,1.2006534495197254
73444,NPC301874,"InChI=1S/C6H8N2/c7-5-1-2-6(8)4-3-5/h1-4H,7-8H2",CBCKQZAAMUWICA-UHFFFAOYSA-N,Nc1ccc(N)cc1,0,1.6682244142310036
73504,NPC12904,"InChI=1S/C9H18O2/c1-3-5-6-8-11-9(10)7-4-2/h3-8H2,1-2H3",CFNJLPHOBMVMNS-UHFFFAOYSA-N,CCCCCOC(=O)CCC,0,1.7000803362972299
73573,NPC19256,InChI=1S/C14H8O2/c15-13-9-5-1-2-6-10(9)14(16)12-8-4-3-7-11(12)13/h1-8H,RZVHIXYEVGDQDX-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)c2ccccc21,0,1.332040150941916
73754,NPC127738,"InChI=1S/C13H26O2/c1-4-5-6-7-8-9-10-11-13(14)15-12(2)3/h12H,4-11H2,1-3H3",PKPPDYGHKDIKBH-UHFFFAOYSA-N,CCCCCCCCCC(=O)OC(C)C,0,1.7542066647701464
73767,NPC107015,"InChI=1S/C11H24/c1-4-5-6-7-8-9-10-11(2)3/h11H,4-10H2,1-3H3",CNPVJWYWYZMPDS-UHFFFAOYSA-N,CCCCCCCCC(C)C,0,1.5544280286049208
73770,NPC185230,"InChI=1S/C28H56O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29/h28H,2-27H2,1H3",LVXORIXZNUNHGQ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCC=O,1,1.7443578288278143
73786,NPC212535,"InChI=1S/C13H11NO/c1-8-6-10-9-4-2-3-5-11(9)14-12(10)7-13(8)15/h2-7,14-15H,1H3",ZLOJFAGTWDOURE-UHFFFAOYSA-N,Cc1cc2c(cc1O)[nH]c1ccccc12,0,1.983296267283345
73795,NPC19807,"InChI=1S/C13H19NO4S/c1-14(11-7-3-6-10-13(15)16)19(17,18)12-8-4-2-5-9-12/h2,4-5,8-9H,3,6-7,10-11H2,1H3,(H,15,16)",ASJPRZHJNRBKTI-UHFFFAOYSA-N,CN(CCCCCC(=O)O)S(=O)(=O)c1ccccc1,0,1.8078240914535098
73941,NPC252053,"InChI=1S/C11H14O4/c12-6-7-14-8-9-15-11(13)10-4-2-1-3-5-10/h1-5,12H,6-9H2",DNUPYEDSAQDUSO-UHFFFAOYSA-N,O=C(OCCOCCO)c1ccccc1,0,1.6601141563710016
73953,NPC8002,"InChI=1S/C10H12O/c1-3-4-9-5-7-10(11-2)8-6-9/h3-8H,1-2H3",RUVINXPYWBROJD-UHFFFAOYSA-N,CC=Cc1ccc(OC)cc1,0,1.6530608822029382
74059,NPC96218,"InChI=1S/C20H42/c1-3-5-7-9-11-13-15-17-19-20-18-16-14-12-10-8-6-4-2/h3-20H2,1-2H3",CBFCDTFDPHXCNY-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCC,1,1.0631309651019034
74077,NPC125872,"InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3",BMVXCPBXGZKUPN-UHFFFAOYSA-N,CCCCCCN,0,1.5984721695200292
74122,NPC185816,"InChI=1S/C19H38O/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(2)20/h3-18H2,1-2H3",IEDKVDCIEARIIU-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(C)=O,1,1.7148569413666621
74171,NPC317203,"InChI=1S/C6H12O3/c7-5-3-1-2-4-6(8)9/h7H,1-5H2,(H,8,9)",IWHLYPDWHHPVAA-UHFFFAOYSA-N,O=C(O)CCCCCO,0,1.6976106995332483
74197,NPC236566,"InChI=1S/C27H54O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27(28)29/h2-26H2,1H3,(H,28,29)",VXZBFBRLRNDJCS-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,1,1.6827312232609
74225,NPC65997,"InChI=1S/C15H14O3/c1-17-14-10-6-5-9-13(14)15(16)18-11-12-7-3-2-4-8-12/h2-10H,11H2,1H3",QEQSUVJMTPTKRW-UHFFFAOYSA-N,COc1ccccc1C(=O)OCc1ccccc1,0,1.3749621715540439
74260,NPC121800,"InChI=1S/C11H14O2/c1-2-11(12)13-9-8-10-6-4-3-5-7-10/h3-7H,2,8-9H2,1H3",HVGZQCSMLUDISR-UHFFFAOYSA-N,CCC(=O)OCCc1ccccc1,0,1.562732057701135
74365,NPC298757,"InChI=1S/C18H22O5/c1-20-15-8-7-12(9-14(15)19)5-6-13-10-16(21-2)18(23-4)17(11-13)22-3/h7-11,19H,5-6H2,1-4H3",UXDFUVFNIAJEGM-UHFFFAOYSA-N,COc1ccc(CCc2cc(OC)c(OC)c(OC)c2)cc1O,0,1.91923111912768
74384,NPC197108,"InChI=1S/C19H38/c1-3-5-7-9-11-13-15-17-19-18-16-14-12-10-8-6-4-2/h13,15H,3-12,14,16-19H2,1-2H3/b15-13-",UVMYOBBALQKLKK-SQFISAMPSA-N,CCCCCC/C=C\CCCCCCCCCCC,1,1.7519047246044686
74580,NPC323798,"InChI=1S/C9H9NO4/c1-5(11)10-6-2-3-8(12)7(4-6)9(13)14/h2-4,12H,1H3,(H,10,11)(H,13,14)",GEFDRROBUCULOD-UHFFFAOYSA-N,CC(=O)Nc1ccc(O)c(C(=O)O)c1,0,1.6532456584572106
74608,NPC248817,"InChI=1S/C9H10O/c1-2-3-8-4-6-9(10)7-5-8/h2-7,10H,1H3/b3-2+",UMFCIIBZHQXRCJ-NSCUHMNNSA-N,C/C=C/c1ccc(O)cc1,0,1.9058732128293592
74692,NPC90566,"InChI=1S/C24H50/c1-3-5-7-9-11-13-15-17-19-21-23-24-22-20-18-16-14-12-10-8-6-4-2/h3-24H2,1-2H3",POOSGDOYLQNASK-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCC,1,1.0607451755714372
74696,NPC250855,"InChI=1S/C10H12/c1-3-4-10-7-5-9(2)6-8-10/h3,5-8H,1,4H2,2H3",WAEOXIOXMKNFLQ-UHFFFAOYSA-N,C=CCc1ccc(C)cc1,0,1.6742171688733158
74737,NPC72017,"InChI=1S/C8H10O3/c1-11-8-3-6(5-9)2-7(10)4-8/h2-4,9-10H,5H2,1H3",OANKJSUXMPAWAT-UHFFFAOYSA-N,COc1cc(O)cc(CO)c1,0,1.9178849516818453
74788,NPC154477,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",DCAYPVUWAIABOU-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC,1,1.0945154774355945
74811,NPC289480,"InChI=1S/C21H42/c1-3-5-7-9-11-13-15-17-19-21-20-18-16-14-12-10-8-6-4-2/h17,19H,3-16,18,20-21H2,1-2H3/b19-17+",NVBODECJSYHQIE-HTXNQAPBSA-N,CCCCCCCC/C=C/CCCCCCCCCCC,1,1.7150247750962517
74831,NPC200745,InChI=1S/C14H10/c1-3-7-13(8-4-1)11-12-14-9-5-2-6-10-14/h1-10H,JRXXLCKWQFKACW-UHFFFAOYSA-N,C(#Cc1ccccc1)c1ccccc1,0,1.4808905546029383
74833,NPC319534,"InChI=1S/C15H16/c1-13(15-10-6-3-7-11-15)12-14-8-4-2-5-9-14/h2-11,13H,12H2,1H3",XLWCIHPMASUXPI-UHFFFAOYSA-N,CC(Cc1ccccc1)c1ccccc1,0,1.7861732526603387
74847,NPC43945,"InChI=1S/C11H8O2/c1-7-6-10(12)8-4-2-3-5-9(8)11(7)13/h2-6H,1H3",MJVAVZPDRWSRRC-UHFFFAOYSA-N,CC1=CC(=O)c2ccccc2C1=O,0,1.9513859038549803
74892,NPC196557,"InChI=1S/C16H16O3/c1-18-15-9-13(10-16(11-15)19-2)4-3-12-5-7-14(17)8-6-12/h3-11,17H,1-2H3",VLEUZFDZJKSGMX-UHFFFAOYSA-N,COc1cc(C=Cc2ccc(O)cc2)cc(OC)c1,0,1.886630994806568
74948,NPC286946,"InChI=1S/C18H16O3/c1-20-17-9-5-8-15-16(19)12-14(21-18(15)17)11-10-13-6-3-2-4-7-13/h2-9,12H,10-11H2,1H3",ZNQDWWWTGJNVBY-UHFFFAOYSA-N,COc1cccc2c(=O)cc(CCc3ccccc3)oc12,0,1.982300619171136
75098,NPC126050,"InChI=1S/C9H13NO3/c1-11-6-4-7(12-2)9(10)8(5-6)13-3/h4-5H,10H2,1-3H3",FNSAKXLEFPFZOM-UHFFFAOYSA-N,COc1cc(OC)c(N)c(OC)c1,0,1.8792472225363
75129,NPC57499,"InChI=1S/C8H14O4/c1-11-7(9)5-3-4-6-8(10)12-2/h3-6H2,1-2H3",UDSFAEKRVUSQDD-UHFFFAOYSA-N,COC(=O)CCCCC(=O)OC,0,1.698455984484763
75136,NPC135837,"InChI=1S/C11H14O4/c1-4-15-11(13)10-7(2)5-8(14-3)6-9(10)12/h5-6,12H,4H2,1-3H3",PJOOIAZRUIIQMU-UHFFFAOYSA-N,CCOC(=O)c1c(C)cc(OC)cc1O,0,1.8858177341885334
75226,NPC104502,"InChI=1S/C13H16O2/c1-11(2)10-13(14)15-9-8-12-6-4-3-5-7-12/h3-7,10H,8-9H2,1-2H3",QTCRFFUEUAXZNW-UHFFFAOYSA-N,CC(C)=CC(=O)OCCc1ccccc1,0,1.8458814704522695
75301,NPC242240,"InChI=1S/C11H16O/c1-2-3-4-5-10-6-8-11(12)9-7-10/h6-9,12H,2-5H2,1H3",ZNPSUQQXTRRSBM-UHFFFAOYSA-N,CCCCCc1ccc(O)cc1,0,1.4443347740775199
75303,NPC105238,"InChI=1S/C12H16O4/c1-5-9(13)8-6-11(15-3)12(16-4)7-10(8)14-2/h6-7H,5H2,1-4H3",KUQHFNICKXWOBZ-UHFFFAOYSA-N,CCC(=O)c1cc(OC)c(OC)cc1OC,0,1.775750979820602
75349,NPC306884,"InChI=1S/C19H32O/c1-2-3-4-5-6-7-8-9-10-11-12-14-18-15-13-16-19(20)17-18/h13,15-17,20H,2-12,14H2,1H3",IFGRPNIAGKTMCH-UHFFFAOYSA-N,CCCCCCCCCCCCCc1cccc(O)c1,1,1.7632481561341429
75405,NPC22610,"InChI=1S/C15H16O3/c1-18-15-9-12(8-14(17)10-15)6-5-11-3-2-4-13(16)7-11/h2-4,7-10,16-17H,5-6H2,1H3",VYQXIUVIYICVCM-UHFFFAOYSA-N,COc1cc(O)cc(CCc2cccc(O)c2)c1,0,1.937747552688748
75407,NPC229261,"InChI=1S/C10H14/c1-4-10-7-8(2)5-6-9(10)3/h5-7H,4H2,1-3H3",AXIUBBVSOWPLDA-UHFFFAOYSA-N,CCc1cc(C)ccc1C,0,1.5082385974447448
75556,NPC42544,"InChI=1S/C11H11ClO4/c12-9-3-1-7(2-4-9)8(5-10(13)14)6-11(15)16/h1-4,8H,5-6H2,(H,13,14)(H,15,16)",URXVLIVRJJNJII-UHFFFAOYSA-N,O=C(O)CC(CC(=O)O)c1ccc(Cl)cc1,0,1.89693702633223
75583,NPC151237,InChI=1S/C15H9ClO2/c16-11-6-7-14-13(8-11)12(9-15(17)18-14)10-4-2-1-3-5-10/h1-9H,SBBCYRBHXPXNBP-UHFFFAOYSA-N,O=c1cc(-c2ccccc2)c2cc(Cl)ccc2o1,0,1.739512763270021
75593,NPC12870,"InChI=1S/C11H16O/c1-8(2)10-6-5-9(3)11(7-10)12-4/h5-8H,1-4H3",YVLHTQPPMZOCOW-UHFFFAOYSA-N,COc1cc(C(C)C)ccc1C,0,1.5460444460232239
75635,NPC228818,"InChI=1S/C9H8O/c10-8-4-7-9-5-2-1-3-6-9/h1-3,5-6,10H,8H2",NITUNGCLDSFVDL-UHFFFAOYSA-N,OCC#Cc1ccccc1,0,1.8817844860389101
75715,NPC112609,"InChI=1S/C9H13N/c1-8(10)7-9-5-3-2-4-6-9/h2-6,8H,7,10H2,1H3",KWTSXDURSIMDCE-UHFFFAOYSA-N,CC(N)Cc1ccccc1,0,1.8385878222102576
75731,NPC48875,"InChI=1S/C14H20O2/c15-10-11-16-14-8-6-13(7-9-14)12-4-2-1-3-5-12/h6-9,12,15H,1-5,10-11H2",CPWZXPYBVCANNT-UHFFFAOYSA-N,OCCOc1ccc(C2CCCCC2)cc1,0,1.723012959800048
75753,NPC199024,"InChI=1S/C31H62O/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31(32)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-30H2,1-2H3",UNRFDARCMOHDBJ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCC,1,1.6987020317849577
75775,NPC206664,"InChI=1S/C5H12O2/c1-2-7-5-3-4-6/h6H,2-5H2,1H3",XHMWPVBQGARKQM-UHFFFAOYSA-N,CCOCCCO,0,1.9193239913823774
75827,NPC259512,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)6-10(9)11/h4-7,11H,1-3H3",MGSRCZKZVOBKFT-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(O)c1,0,1.8287021930611562
75838,NPC256163,"InChI=1S/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3",RGXWDWUGBIJHDO-UHFFFAOYSA-N,CCCCCCCCCC(=O)OCC,0,1.5972995206033822
75886,NPC312479,"InChI=1S/C15H22O3/c1-10(2)13-7-6-12(8-14(13)17-5)9-18-15(16)11(3)4/h6-8,10-11H,9H2,1-5H3",JVOZDVTWETUPPI-UHFFFAOYSA-N,COc1cc(COC(=O)C(C)C)ccc1C(C)C,0,1.932432733684223
75966,NPC74789,"InChI=1S/C24H48O2/c1-23(2)21-19-17-15-13-11-9-7-5-3-4-6-8-10-12-14-16-18-20-22-24(25)26/h23H,3-22H2,1-2H3,(H,25,26)",KGHVQLDYCDULEN-UHFFFAOYSA-N,CC(C)CCCCCCCCCCCCCCCCCCCCC(=O)O,1,1.8319233036024265
75988,NPC304494,"InChI=1S/C10H20O2/c1-3-5-6-7-8-9-12-10(11)4-2/h3-9H2,1-2H3",BGYICJVBGZQOCY-UHFFFAOYSA-N,CCCCCCCOC(=O)CC,0,1.7641415614078362
75998,NPC240722,"InChI=1S/C11H10O4/c1-13-9-5-7-3-4-11(12)15-8(7)6-10(9)14-2/h3-6H,1-2H3",GUAFOGOEJLSQBT-UHFFFAOYSA-N,COc1cc2ccc(=O)oc2cc1OC,0,1.8577463056171037
76021,NPC282055,"InChI=1S/C10H20O2/c1-3-4-5-6-7-8-9-10(11)12-2/h3-9H2,1-2H3",IJXHLVMUNBOGRR-UHFFFAOYSA-N,CCCCCCCCC(=O)OC,0,1.5695485544148298
76032,NPC276208,"InChI=1S/C10H12O4/c1-3-14-9-6-7(10(11)12)4-5-8(9)13-2/h4-6H,3H2,1-2H3,(H,11,12)",DMSAIFTWQMXOBE-UHFFFAOYSA-N,CCOc1cc(C(=O)O)ccc1OC,0,1.453142933870275
76033,NPC175069,"InChI=1S/C9H12O3/c1-10-7-5-4-6-8(11-2)9(7)12-3/h4-6H,1-3H3",CRUILBNAQILVHZ-UHFFFAOYSA-N,COc1cccc(OC)c1OC,0,1.3644072956735727
76057,NPC52256,"InChI=1S/C9H9N/c1-7-2-3-8-4-5-10-9(8)6-7/h2-6,10H,1H3",ONYNOPPOVKYGRS-UHFFFAOYSA-N,Cc1ccc2cc[nH]c2c1,0,1.908287934314771
76138,NPC113928,"InChI=1S/C13H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13(14)15/h2-12H2,1H3,(H,14,15)",SZHOJFHSIKHZHA-UHFFFAOYSA-N,CCCCCCCCCCCCC(=O)O,0,1.6104836682544672
76153,NPC273217,"InChI=1S/C19H18O4/c1-15(14-23-19(21)17-10-6-3-7-11-17)12-13-22-18(20)16-8-4-2-5-9-16/h2-12H,13-14H2,1H3/b15-12+",PFEONCRYEIUWTD-NTCAYCPXSA-N,C/C(=C\COC(=O)c1ccccc1)COC(=O)c1ccccc1,0,1.8852055072395686
76264,NPC282496,"InChI=1S/C17H20O4/c1-19-15-9-13(8-14(18)11-15)5-4-12-6-7-16(20-2)17(10-12)21-3/h6-11,18H,4-5H2,1-3H3",KXKMCMZHJBJGCT-UHFFFAOYSA-N,COc1cc(O)cc(CCc2ccc(OC)c(OC)c2)c1,0,1.8553922514621544
76368,NPC32298,InChI=1S/C15H10O2/c16-13-10-15(11-6-2-1-3-7-11)17-14-9-5-4-8-12(13)14/h1-10H,VHBFFQKBGNRLFZ-UHFFFAOYSA-N,O=c1cc(-c2ccccc2)oc2ccccc12,0,1.647206889532864
76403,NPC320860,"InChI=1S/C7H8O5S/c1-11-6-4-2-3-5-7(6)12-13(8,9)10/h2-5H,1H3,(H,8,9,10)",AQTYXAPIHMXAAV-UHFFFAOYSA-N,COc1ccccc1OS(=O)(=O)O,0,1.7617052445143209
76716,NPC236495,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1,0,1.0
76720,NPC173608,"InChI=1S/C12H16O5/c1-15-9-6-8(4-5-11(13)14)7-10(16-2)12(9)17-3/h6-7H,4-5H2,1-3H3,(H,13,14)",ZCYXGVJUZBKJAI-UHFFFAOYSA-N,COc1cc(CCC(=O)O)cc(OC)c1OC,0,1.7263729363556042
76785,NPC29561,"InChI=1S/C12H24O/c1-3-4-5-6-7-8-9-10-11-12(2)13/h3-11H2,1-2H3",LSKONYYRONEBKA-UHFFFAOYSA-N,CCCCCCCCCCC(C)=O,0,1.6852628269319023
76843,NPC165036,"InChI=1S/C13H12O2/c1-9(14)12-5-3-4-10-8-11(15-2)6-7-13(10)12/h3-8H,1-2H3",WMGUVQVDQWMMBL-UHFFFAOYSA-N,COc1ccc2c(C(C)=O)cccc2c1,0,1.604032019902819
76919,NPC185041,"InChI=1S/C14H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h15H,2-14H2,1H3",HLZKNKRTKFSKGZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCO,0,1.5773184023657407
