Name,y_label,canonical_smiles
coronarin-D methyl ether,1,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C/C=C1\CC(OC)OC1=O
coronarinD ethyl ether,1,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C/C=C1\CC(OCC)OC1=O
"12-dien16,15-olide",1,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C/C=C1\CCOC1=O
"13(14)-dien-15,16-olide",1,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CCC1=CC(=O)OC1
(-)-caryophyllene oxide,0,C=C1CC[C@H]2O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C
"15-Acetoxy-3-cinnamoyloxy-5-hydroxy-14-oxolathyra-6(17),12E-diene",1,C=C1CC[C@H]2[C@@H](/C=C(\C)C(=O)[C@@]3(OC(C)=O)C[C@H](C)[C@H](OC(=O)/C=C/c4ccccc4)[C@@H]3[C@H]1O)C2(C)C
Euphorbia factor L3,1,C=C1CC[C@H]2[C@@H](/C=C(\C)C(=O)[C@@]3(OC(C)=O)C[C@H](C)[C@H](OC(=O)c4ccccc4)[C@@H]3[C@H]1OC(C)=O)C2(C)C
Tomentodione Q,1,C=C1CC[C@H]2[C@@H](C(=O)C(C)C)C3=C(O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C)C(C)(C)C(=O)C(C)(C)C3=O
Tomentodione B,0,C=C1CC[C@H]2[C@@H](CC(C)C)C3=C(O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C)C(C)(C)C(=O)C(C)(C)C3=O
Tomentodione A,0,C=C1CC[C@H]2[C@H](CC(C)C)C3=C(O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C)C(C)(C)C(=O)C(C)(C)C3=O
"2alpha, 3alpha-Dihydroxyurs-12,20(30)-dien-28-oic acid",1,C=C1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@H]1C
Polyanthinin,1,C=C1CC[C@]2(C)C(C)(C)[C@@H](OC(C)=O)CC[C@]2(C)[C@H]1COc1ccc2ccc(=O)oc2c1
"11alpha,13-Dihydroinuviscolide",1,C=C1C[C@@H]2OC(=O)[C@@H](C)[C@H]2C[C@@H]2[C@@H]1CC[C@@]2(C)O
"11beta,13-Dihydroinuviscolide",1,C=C1C[C@@H]2OC(=O)[C@H](C)[C@H]2C[C@@H]2[C@@H]1CC[C@@]2(C)O
8-Epiinuvisolide,1,C=C1C[C@H]2OC(=O)C(=C)[C@H]2C[C@@H]2[C@@H]1CC[C@@]2(C)O
"4,8-Bis-epi-inuviscolide",1,C=C1C[C@H]2OC(=O)C(=C)[C@H]2C[C@@H]2[C@@H]1CC[C@]2(C)O
8beta-Methoxyatractylenolide,1,C=C1O[C@@]2(OC)C[C@@]3(C)CCCC[C@@H]3CC2=C1C
"7,15-Diacetoxy-3-benzoyloxy-5-hydroxy-14-oxolathyra-6(17),12E-diene",1,C=C1[C@@H](OC(C)=O)C[C@H]2[C@@H](/C=C(\C)C(=O)[C@@]3(OC(C)=O)C[C@H](C)[C@H](OC(=O)c4ccccc4)[C@@H]3[C@H]1O)C2(C)C
"5,15-Diacetoxy-3-benzoyloxy-7-hydroxy-14-oxolathyra-6(17),12E-diene",1,C=C1[C@@H](OC(C)=O)C[C@H]2[C@@H](/C=C(\C)C(=O)[C@@]3(OC(C)=O)C[C@H](C)[C@H](OC(=O)c4ccccc4)[C@@H]3[C@H]1OC(C)=O)C2(C)C
Hypoglicin J,1,C=C1[C@@H]2CCC3=C(C(=O)C=C(C(C)C)C3=O)[C@@]2(C)CC[C@]1(C)O
Grayanotoxin XVIII,1,C=C1[C@@H]2CC[C@@H]3C[C@@]2(C[C@@H](O)[C@@]2(O)[C@H]1C[C@H](O)C2(C)C)C[C@@]3(C)O
Rhodomolin I,1,C=C1[C@@H]2[C@@H](O)[C@H](O)C(C)(C)[C@@]2(O)[C@H](O)C[C@]23C[C@@](C)(O)[C@H](CC[C@@H]12)[C@H]3O
Mollfoliagein C,1,C=C1[C@@H]2[C@@H]3O[C@@H]3C(C)(C)[C@@]2(O)[C@H](O)C[C@]23C[C@@](C)(O)[C@H](CC[C@@H]12)[C@H]3O
Hypoglicin G,1,C=C1[C@H](CO)CC[C@]2(C)c3ccc(C(C)C)c(O)c3CC[C@@H]12
Euphorbia factor L2,0,C=C1[C@H](OC(=O)c2ccccc2)C[C@H]2[C@@H](/C=C(/C)C(=O)[C@@]3(OC(C)=O)C[C@H](C)[C@H](OC(=O)c4ccccc4)[C@@H]3[C@H]1OC(C)=O)C2(C)C
Euphorbia factor L9,1,C=C1[C@H](OC(=O)c2cccnc2)C[C@H]2[C@@H](/C=C(/C)C(=O)[C@@]3(OC(C)=O)C[C@H](C)[C@H](OC(=O)c4ccccc4)[C@@H]3[C@H]1OC(C)=O)C2(C)C
"Kaur-16-ene-3,15-diol",0,C=C1[C@H]2CC[C@@H]3C(CC[C@@H]4C(C)(C)[C@H](O)CC[C@]43C)(C2)[C@@H]1OC(=O)/C(C)=C\C
zeta-caesalmin,1,C=C1c2ccoc2CC2C1[C@@H](OC(C)=O)[C@H](O)[C@@]1(O)C(C)(C)CC[C@H](OC(C)=O)[C@]21C
Caesalmin C,1,C=C1c2ccoc2C[C@H]2[C@H]1[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@]1(O)C(C)(C)CC[C@H](OC(C)=O)[C@]21C
"(2S)-7-(2-methylbut-3-enyloxy)-8-(3-methylbut-2-enyl)-3',4'-methylenedioxyflavanone",1,C=CC(C)(C)Oc1ccc2c(c1CC=C(C)C)O[C@@H](c1ccc3c(c1)OCO3)CC2=O
"(2S)-7-(2-methylbut-3-enyloxy)-8-(3-methylbut-2-enyl)-3',4'-dimethoxyflavanone",1,C=CC(C)(C)Oc1ccc2c(c1CC=C(C)C)O[C@H](c1ccc(OC)c(OC)c1)CC2=O
Griffinone C,1,C=CC(C)(C)Oc1ccc2c(c1CC=C(C)C)O[C@H](c1ccccc1)CC2=O
Neoechinulin a,0,C=CC(C)(C)c1[nH]c2ccccc2c1/C=C1\NC(=O)[C@H](C)NC1=O
Nordentatin,0,C=CC(C)(C)c1c(O)c2c(c3ccc(=O)oc13)OC(C)(C)C=C2
"5-(1,1-Dimethylallyl)-3,4,4'-trihydroxy-2-methoxychalcone",1,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)c(O)c1O
Elemicin,1,C=CCc1cc(OC)c(OC)c(OC)c1
Myristicin,0,C=CCc1cc(OC)c2c(c1)OCO2
Magnolol,1,C=CCc1ccc(O)c(-c2cc(CC=C)ccc2O)c1
Honokiol,1,C=CCc1ccc(O)c(-c2ccc(O)c(CC=C)c2)c1
Methylhonokiol,1,C=CCc1ccc(O)c(-c2ccc(OC)c(CC=C)c2)c1
6'-O-Methylhonokiol,0,C=CCc1ccc(OC)c(-c2ccc(O)c(CC=C)c2)c1
Bractin,1,C=CCc1ccc(O[C@@H]2O[C@H](CO)[C@H]3OC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)O[C@@H]3[C@H]2O)c(O)c1.OCC1O[C@H](O)C(O)[C@@H](O)[C@H]1O
Brevipetin B,1,C=CCc1ccc(O[C@@H]2O[C@H](CO)[C@H]3OC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)O[C@@H]3[C@H]2O)cc1.OCC1O[C@H](O)C(O)[C@@H](O)[C@H]1O
Brevipetin G,1,C=CCc1ccc(O[C@@H]2O[C@H](COC(=O)c3cc(O)c(O)c(O)c3)[C@H]3OC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)O[C@@H]3[C@H]2O)c(O)c1.OCC1O[C@H](O)C(O)[C@@H](O)[C@H]1O
Brevipetin E,1,C=CCc1ccc(O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@@H]4OC(=O)c5cc(O)c(O)c(O)c5-c5c(cc(O)c(O)c5O)C(=O)O[C@H]4[C@H]3O)[C@H]3OC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)O[C@@H]3[C@H]2O)cc1.C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O.OCC1O[C@H](O)C(O)[C@@H](O)[C@H]1O
Obovator,1,C=CCc1ccc(Oc2cc(CC=C)cc(O)c2O)cc1
Magnolianin,0,C=CCc1ccc(Oc2cc([C@@H]3Oc4cc(CC=C)cc(Oc5ccc(CC=C)cc5)c4O[C@H]3COc3ccc(CC=C)cc3-c3cc(CC=C)ccc3O)cc(O)c2O)cc1
Oryzalexin A,0,C=C[C@@]1(C)C=C2C(=O)C[C@@H]3C(C)(C)[C@H](O)CC[C@@]3(C)[C@@H]2CC1
Pimaric acid,1,C=C[C@@]1(C)C=C2CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1
"(3S,5R,8S,9S,10S,13R)-3-Hydroxyisopimara-15-en-11-one",1,C=C[C@@]1(C)CC(=O)[C@H]2[C@@H](CC[C@H]3C(C)(C)[C@@H](O)CC[C@]23C)C1
"(3S,5R,8S,9S,10R,13S)-3-hydroxyisopimara-15-en-7-one",0,C=C[C@@]1(C)CC[C@H]2[C@H](C1)C(=O)C[C@H]1C(C)(C)[C@@H](O)CC[C@]21C
"9-Hydroxy-6,7-dimethoxydalbergiquinol",1,C=C[C@H](c1ccccc1)c1cc(OC)c(OC)cc1O
Sclareol,1,C=C[C@](C)(O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O
"(9R,10R,13R)-isopimara-5,8(14),15-trien-7-one",0,C=C[C@]1(C)C=C2C(=O)C=C3C(C)(C)CCC[C@]3(C)[C@H]2CC1
"(5R,9R,10S,13R)-isopimara-1,8(14),15-triene-3,7-dione",0,C=C[C@]1(C)C=C2C(=O)C[C@H]3C(C)(C)C(=O)C=C[C@]3(C)[C@H]2CC1
(-)-oryzalexin C,0,C=C[C@]1(C)C=C2C(=O)C[C@H]3C(C)(C)C(=O)CC[C@]3(C)[C@H]2CC1
"(5S,9R,10S,12R,13R)-12-hydroxyisopimara-8(14),15-dien-7-one",0,C=C[C@]1(C)C=C2C(=O)C[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2C[C@H]1O
kamempulchraol J,0,C=C[C@]1(C)C=C2C(=O)C[C@H]3C(C)(C)CC[C@H](O)[C@]3(C)C2CC1
"isopimara-8(14),15-diene-7oxo-2α-ol",0,C=C[C@]1(C)C=C2C(=O)C[C@H]3C(C)(C)C[C@H](O)C[C@]3(C)C2CC1
"(1S,2S,5S,7S,9R,10S,13R)-1,2,7-trihydroxypimara-8(14),15-diene",0,C=C[C@]1(C)C=C2C(CC1)[C@@]1(C)[C@@H](O)[C@@H](O)CC(C)(C)[C@@H]1C[C@@H]2O
"(1S,5S,7R,9R,10S,11R,13R)1,7,11-trihydroxypimara-8(14),15-diene",0,C=C[C@]1(C)C=C2C([C@H](O)C1)[C@@]1(C)[C@@H](O)CCC(C)(C)[C@@H]1C[C@H]2O
15-diene,1,C=C[C@]1(C)C=C2CC[C@H]3C(C)(C)CC[C@H](O)[C@]3(C)C2[C@H](O)C1
"sandarcopimaradiene-1α,2α-diol",1,C=C[C@]1(C)C=C2CC[C@H]3C(C)(C)C[C@H](O)[C@H](O)[C@]3(C)C2CC1
1α-acetoxysandarcopimaradiene-2α-ol,0,C=C[C@]1(C)C=C2CC[C@H]3C(C)(C)C[C@H](O)[C@H](OC(C)=O)[C@]3(C)C2CC1
marginaols D,0,C=C[C@]1(C)C=C2CC[C@H]3C(C)(C)[C@@H](O)C[C@H](O)[C@]3(C)[C@H]2[C@H](O)C1
marginaols B,1,C=C[C@]1(C)C=C2CC[C@H]3C(C)(C)[C@H](O)C[C@H](O)[C@]3(C)[C@H]2[C@H](O)C1
marginaols A,0,C=C[C@]1(C)C=C2C[C@@H](O)[C@H]3C(C)(C)C[C@H](O)[C@H](O)[C@]3(C)[C@H]2CC1
marginaols C,0,C=C[C@]1(C)C=C2C[C@@H](OC(C)=O)[C@H]3C(C)(C)[C@@H](O)CC(=O)[C@]3(C)[C@H]2[C@@H](O)C1
Secamonol B,0,C=C[C@]1(C)[C@H](O)C[C@H](C(=C)CO)C[C@]1(C)C(=C)C
Dehydrocrenatidine,1,C=Cc1ncc(OC)c2c1[nH]c1c(OC)cccc12
Dehydrocrenatine,1,C=Cc1ncc(OC)c2c1[nH]c1ccccc12
Picrasidine D,0,C=Cc1ncc(OC)c2c3ccccc3n(OC)c12
8(14)-podocarpen-13-on-18-oic acid ,1,CC(=O)/C=C/C1CC2C(=C[C@@]1(C)O)CC[C@H]1C(C)(C)CCC[C@]21C
Dilatanone,1,CC(=O)C(=O)/C=C1/C(C)(C)C[C@@H](O)C[C@@]1(C)O
"5b-Pregn-16-ene-1b,3b-diol-20-one",0,CC(=O)C1=CCC2C3CCC4C[C@@H](O)C[C@@H](O)[C@]4(C)C3CC[C@]12C
"(17,20-S-trans)-5b-Pregn-16-en-1b,3b-diol-20-one 1-O-a-L-rhamnopyranosyl(1!2)-b-D-fucopyranosyl-3-O-a-L-rhamnopyranoside ",1,CC(=O)C1=CCC2C3CCC4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)C[C@@H](O[C@@H]5O[C@H](C)[C@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@]4(C)C3CC[C@]12C
"11a,13-dihydrotomentosin",0,CC(=O)CCC1=CC[C@@H]2[C@H](C)C(=O)O[C@@H]2C[C@@H]1C
Cucurbitacin B,1,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
Garracoumarin E,0,CC(=O)OC(C)(C)[C@@H]1Cc2cc3ccc(=O)oc3c(O)c2O1
Garracoumarin A,0,CC(=O)OC(C)(C)[C@H]1Cc2cc3ccc(=O)oc3c(OCC=C(C)C)c2O1
"Diacetoxy-3-hydroxy-14-oxolathyra-5E,12E-diene",0,CC(=O)OC/C1=C/[C@H]2[C@@H](O)[C@@H](C)C[C@]2(OC(C)=O)C(=O)/C(C)=C/[C@@H]2[C@H](CC1)C2(C)C
"15,17-Diacetoxy-3-[(2'R)-hydroxy-phenylacetyl]-14- oxolathyra-5E,12E-diene",0,CC(=O)OC/C1=C/[C@H]2[C@@H](OC(=O)[C@H](O)c3ccccc3)[C@@H](C)C[C@]2(OC(C)=O)C(=O)/C(C)=C/[C@@H]2[C@H](CC1)C2(C)C
"3-Benzoyloxy-5,17-diacetoxy-15-hydroxy-14- oxolathyra-6E,12E-diene",0,CC(=O)OC/C1=C\C[C@H]2[C@@H](/C=C(\C)C(=O)[C@@]3(O)C[C@H](C)[C@H](OC(=O)c4ccccc4)[C@@H]3[C@H]1OC(C)=O)C2(C)C
Rhodojaponin I,1,CC(=O)OC1[C@@H]2CC[C@@H]3C1(C[C@@H](OC(C)=O)[C@@]1(O)[C@@H]([C@@H]4O[C@@H]4C1(C)C)[C@]3(C)O)C[C@@]2(C)O
Amestolkolide C,0,CC(=O)OCC1=C2CC(=O)OC(C)(C)C2=CC(=O)[C@]2(C)[C@@H]3C(=O)[C@@H](C)O[C@@H]4OC(=O)[C@](C)(C[C@@H]12)[C@@H]43
17-O-Acetylacuminolide,1,CC(=O)OC[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1C[C@@H](C1=CC(=O)O[C@H]1O)O2
Pepluanone,1,CC(=O)OC[C@@]12C[C@H]3C(=O)C(C)(C)C[C@H]3[C@]1(C)[C@@H](OC(C)=O)[C@@]1(O)C[C@H](C)[C@H](OCc3ccccc3)[C@@H]1[C@H]2OC(C)=O
"(1R, 2R, 3S, 4R, 5R, 6R, 8R, 12R, 13S, 14R, 15R)-1,5,14,17-Tetraacetoxy-3-benzoyloxy-15-hydroxy-9-oxo-paralinane",1,CC(=O)OC[C@@]12C[C@H]3C(=O)C(C)(C)C[C@H]3[C@]1(C)[C@@H](OC(C)=O)[C@]1(O)[C@H]([C@@H](OCc3ccccc3)[C@@H](C)[C@H]1OC(C)=O)[C@H]2OC(C)=O
Pepluene,1,CC(=O)OC[C@@]12Cc3ccc(C)c(O)c3[C@]1(C)[C@@H](OC(C)=O)[C@]1(O)[C@H]([C@@H](OCc3ccccc3)[C@@H](C)[C@H]1OC(C)=O)[C@H]2O
"(1R, 2R, 3S, 4R, 5R, 6R, 13S, 14R, 15R)-8,10(18)11-Hexadehydro-1,5,14,17-Tetraacetoxy-3-benzoyloxy-11,15-dihydroxy-pepluane",1,CC(=O)OC[C@@]12Cc3ccc(C)c(O)c3[C@]1(C)[C@@H](OC(C)=O)[C@]1(O)[C@H]([C@@H](OCc3ccccc3)[C@@H](C)[C@H]1OC(C)=O)[C@H]2OC(C)=O
ajugapantins E,1,CC(=O)OC[C@@]12[C@@H](OC(C)=O)C[C@@H](C)[C@](C)(CCC3=CC(=O)OC3)[C@H]1[C@H](OC(C)=O)CC[C@]21CO1
ajugapantins G,1,CC(=O)OC[C@@]12[C@@H](OC(C)=O)C[C@@H](C)[C@](C)(C[C@H](OC(=O)C(C)C)C3=CC(=O)OC3)[C@H]1CCC[C@]21CO1
Aurantiamide acetate,1,CC(=O)OC[C@H](Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1
7beta-Hydroxyl-18beta-glycyrrhetinic acid-3-O-beta-D-6'-O-acetyl-glucoside,1,CC(=O)OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)C4C(=O)C=C5[C@@H]6C[C@@](C)(C(=O)O)CC[C@]6(C)CC[C@@]5(C)[C@]4(C)[C@@H](O)C[C@H]3C2(C)C)[C@H](O)[C@@H](O)[C@@H]1O
15alpha-Hydroxyl-18beta-glycyrrhetinic acid-3-O-beta-D-glucoside,1,CC(=O)OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)C4C(=O)C=C5[C@@H]6C[C@@](C)(C(=O)O)CC[C@]6(C)C[C@H](O)[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@@H](O)[C@@H]1O
Garracoumarin B,0,CC(=O)O[C@@H](CC/C(C)=C/COc1c2occc2cc2ccc(=O)oc12)C(C)(C)O
Gedunin,1,CC(=O)O[C@@H]1CC2C(C)(C)C(=O)C=C[C@]2(C)C2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C4OC43[C@@]21C
Toosendanin,0,CC(=O)O[C@@H]1C[C@H](O)[C@@]23CO[C@@H](O)[C@]1(C)[C@@H]2C[C@@H](O)[C@]1(C)[C@@H]3C(=O)[C@H](OC(C)=O)[C@@]2(C)[C@H](c3ccoc3)C[C@H]3O[C@]321
6-O-Acetylrhodomollein XXI,1,CC(=O)O[C@@H]1C[C@]23C[C@@](C)(O)[C@H](CC[C@H]2[C@@](C)(O)[C@@H]2[C@@H](Cl)[C@H](O)C(C)(C)[C@@]12O)[C@H]3O
Rhodomollein XI,1,CC(=O)O[C@@H]1C[C@]23C[C@@](C)(O)[C@H](CC[C@H]2[C@@](C)(O)[C@@H]2[C@@H](O)[C@H](O)C(C)(C)[C@@]12O)[C@H]3O
Rhodojaponin II,1,CC(=O)O[C@@H]1C[C@]23C[C@@](C)(O)[C@H](CC[C@H]2[C@@](C)(O)[C@@H]2[C@@H]4O[C@@H]4C(C)(C)[C@@]12O)[C@H]3O
4-[(4'-O-Acetyl-alpha-L-rhamnosyloxy) benzyl]isothiocyanate,1,CC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@H](Oc2ccc(CN=C=S)cc2)O[C@H]1C
4-[(3'-O-Acetyl-alpha-L-rhamnosyloxy) benzyl]isothiocyanate,1,CC(=O)O[C@@H]1[C@@H](O)[C@H](C)O[C@@H](Oc2ccc(CN=C=S)cc2)[C@@H]1O
Isoastragaloside II,1,CC(=O)O[C@@H]1[C@@H](O)[C@H](O[C@H]2CC[C@]34C[C@]35CC[C@]3(C)[C@@H]([C@@]6(C)CC[C@@H](C(C)(C)O)O6)[C@@H](O)C[C@@]3(C)[C@@H]5C[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]4C2(C)C)OC[C@H]1O
Agroastragaloside I,1,CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](O[C@H]2CC[C@]34C[C@]35CC[C@]3(C)[C@@H]([C@H](C)CC[C@H](O)C(C)(C)O)[C@@H](O)C[C@@]3(C)[C@@H]5C[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]4C2(C)C)OC[C@H]1O
6α-O-isovalerylnidorello,1,CC(=O)O[C@@H]1[C@H](C)[C@H](C=C(C)C)C(=O)C[C@@H](OC(C)=O)/C(C)=C/[C@H]2[C@@H](OC(=O)c3ccccc3)[C@H](C)C[C@]12OC(C)=O
Rhodojaponin VII,1,CC(=O)O[C@@H]1[C@H]2CC[C@H]3[C@@](C)(O)[C@@H]4[C@@H](O)[C@H](O)C(C)(C)[C@@]4(O)[C@H](OC(C)=O)C[C@@]13C[C@@]2(C)O
"3''R,4''R-3-Hydroxyl-[3'',4''-dihydro-3'',4''-diacetoxy]-2'',2''-dimethylpyrano-(7,8:5'',6'')-flavone",1,CC(=O)O[C@@H]1c2c(ccc3c(=O)c(O)c(-c4ccccc4)oc23)OC(C)(C)[C@@H]1OC(C)=O
Chrodrimanin A,0,CC(=O)O[C@@H]1c2c3c(cc(O)c2C(=O)O[C@@H]1C)O[C@@]1(C)[C@@H](O)C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@@H]1C3
Penazaphilone C,0,CC(=O)O[C@@]1(C)C(=O)C2=CN(CCO)C(/C=C/C(C)=C/[C@@H](C)[C@@H](C)O)=CC2=C(Cl)C1=O
"20S-acetyloxy-4-pregnene-3,16-dione",0,CC(=O)O[C@H](C)[C@H]1C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
Physaliolide E,0,CC(=O)O[C@H]1C=C([C@@](C)(O)[C@H]2CC(C)=C(C)C(=O)O2)[C@@]2(C)CC[C@H]3[C@@H](C[C@@H](O)[C@@]4(O)CC=CC(=O)[C@]34C)[C@]12O
Physaminimin F,0,CC(=O)O[C@H]1C=C([C@H](C)[C@H]2CC(C)=C(C)C(=O)O2)[C@@]2(C)CC[C@H]3[C@@H](CC[C@H]4[C@@H](O)[C@@H](O)CC(=O)[C@@]43C)[C@]12O
Withaminimin,0,CC(=O)O[C@H]1C=C([C@H](C)[C@H]2CC(C)=C(C)C(=O)O2)[C@@]2(C)CC[C@H]3[C@@H](C[C@@H](O)[C@@]4(O)CC=CC(=O)[C@]34C)[C@]12O
Physaliolide C,0,CC(=O)O[C@H]1C=C([C@H](C)[C@H]2CC(C)=C(C)C(=O)O2)[C@@]2(C)CC[C@H]3[C@@H](C[C@H](O)[C@@]4(O)[C@@H](O)[C@H](O)CC(=O)[C@]34C)[C@]12O
Withangulatin A,0,CC(=O)O[C@H]1C=C([C@H](C)[C@H]2CC(C)=C(C)C(=O)O2)[C@@]2(C)CC[C@H]3[C@@H](C[C@H]4O[C@]45[C@@H](O)C=CC(=O)[C@]35C)[C@]12O
Sebiferone,0,CC(=O)O[C@H]1CC(=O)[C@]2(C)[C@H]3CC[C@]4(C)C(=CC[C@@]5(C(=O)O)CCC(C)(C)C[C@H]54)[C@]3(C)CC[C@H]2C1(C)C
Fucoxanthin,1,CC(=O)O[C@H]1CC(C)(C)C(=C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C(=O)C[C@@]23O[C@]2(C)C[C@@H](O)CC3(C)C)[C@](C)(O)C1
Caesalmin U,1,CC(=O)O[C@H]1CC(C)(C)[C@@H]2CC[C@H]3[C@@H]4[C@@H](CO)[C@]4(C)[C@H](OC(C)=O)C[C@@H]3[C@@]2(C)C1
Caesalmin E1 ,1,CC(=O)O[C@H]1CCC(C)(C)[C@]2(O)C[C@H](O)C3C(Cc4occc4[C@@H]3C)[C@@]12C
Caesalpinin K,0,CC(=O)O[C@H]1CCC(C)(C)[C@]2(O)C[C@H](O)[C@H]3[C@@H](C)c4ccoc4C[C@@H]3[C@@]12C
"3beta-Hydroxylanosta-7,9(11),24-trien-21-oic acid",1,CC(=O)O[C@H]1CC[C@]2(C)C3=CC[C@]4(C)[C@@H]([C@@H](CCC=C(C)C)C(=O)O)[C@H](O)C[C@@]4(C)C3=CC[C@H]2C1(C)C
GA3,1,CC(=O)O[C@H]1CC[C@]2(C)C3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)[C@@H](O)C[C@H]2C1(C)C
Kellarin,1,CC(=O)O[C@H]1CC[C@]2(C)[C@H](CC[C@@](C)(O)[C@@H]2COc2ccc3ccc(=O)oc3c2)C1(C)C
Acetyl aleuritolic acid,0,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)C(=CC[C@@]5(C(=O)O)CCC(C)(C)C[C@H]54)[C@]3(C)CC[C@H]2C1(C)C
Munronolide,0,CC(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C)CO[C@H]3[C@@H](O)[C@@]4(C)C5=CC[C@@H](C6=CC(=O)OC6O)[C@]5(C)CC[C@@H]4[C@]1(C)[C@@H]32
Physagulin K,1,CC(=O)O[C@H]1C[C@@](O)([C@H](C)[C@H]2CC(C)=C(C)C(=O)O2)[C@@]2(C)CC[C@H]3[C@@H](C[C@@H](O)[C@@]4(O)CC=CC(=O)[C@]34C)[C@@]12O
Sapiumic acid A,0,CC(=O)O[C@H]1C[C@H](O)[C@]2(C)[C@H]3CC[C@]4(C)C(=CC[C@@]5(C(=O)O)CCC(C)(C)C[C@H]54)[C@]3(C)CC[C@H]2C1(C)C
Physaliolide B,0,CC(=O)O[C@H]1C[C@H]([C@H](C)[C@@H]2OC(=O)C(C)=C(C)[C@@H]2O)[C@@]2(C)CC[C@H]3[C@@H](C[C@@H](O)[C@@]4(O)CC=CC(=O)[C@]34C)[C@@]12O
Physagulin J,1,CC(=O)O[C@H]1C[C@H]([C@H](C)[C@H]2CC(C)=C(C)C(=O)O2)[C@@]2(C)CC[C@H]3[C@@H](C[C@@H](O)[C@@]4(O)CC=CC(=O)[C@]34C)[C@@]12O
Physaliolide F,0,CC(=O)O[C@H]1C[C@H]([C@H](C)[C@H]2CC(C)=C(CO)C(=O)O2)[C@@]2(C)CC[C@H]3[C@@H](C[C@@H](O)[C@@]4(O)CC=CC(=O)[C@]34C)[C@@]12O
Physaliolide A,0,CC(=O)O[C@H]1C[C@H]([C@H](C)[C@H]2CC(CO)=C(C)C(=O)O2)[C@@]2(C)CC[C@H]3[C@@H](C[C@@H](O)[C@@]4(O)CC=CC(=O)[C@]34C)[C@@]12O
Agroastragaloside V,1,CC(=O)O[C@H]1[C@H](O[C@H]2CC[C@]34C[C@]35CC[C@]3(C)[C@@H]([C@H](C)CC[C@H](O)C(C)(C)O)CC[C@@]3(C)[C@@H]5C[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]4C2(C)C)OC[C@@H](O)[C@@H]1O
