scaffold,mean_shap,effect
O=c1oc2cc3c(cc2cc1-c1ccccc1)C=CCO3,0.000275879,positive
O=C1OC2CC[C@H]3CC4CCC[C@@H]4C/C=C/1[C@H]23,0.000275879,positive
O=C1OCC(Cc2ccc3c(c2)CCO3)C1c1ccccc1,0.000275879,positive
c1ccc(-c2ccc(OC3CCCC4CCCC[C@H]43)cc2)cc1,0.000275879,positive
O=C(O[C@H]1CCC2C(=O)C=C[C@H]3C[C@H]3CC=CC[C@H]21)c1ccccc1,0.000275879,positive
O=C(O[C@@H]1Cc2ccccc2O[C@@H]1c1ccccc1)c1ccccc1,0.000275879,positive
C=C1CCC2CCC3C(=CC[C@H]4C3CC[C@H]3CCCCC34)[C@@H]2C1,0.000275879,positive
O=C1O[C@]23C(=O)C[C@H]4C(CC[C@H]5CCCCC54)C2CC[C@]12CCCC[C@H]23,0.000275879,positive
O=C1OCC2=C1CC(=O)C1C3C(=O)C=CC(=O)[C@@H]3CC[C@@H]21,0.000275879,positive
O=C1OCC=C1[C@H]1C=C2C3CC4CCCC5C(=O)O[C@H]([C@H]45)[C@H]3O[C@@H]2C1,0.000275879,positive
O=C1OCC=C1[C@H]1C=C2C3CC4[C@@H]5C(CC[C@@H]4OC(=O)c4ccccc4)CO[C@H]5[C@H]3O[C@@H]2C1,0.000275879,positive
C=C(c1cccc2ccc(=O)oc12)[C@H]1CC[C@@H](c2cccc3ccc(=O)oc23)O1,0.000275879,positive
O=C1C=CC2[C@@H](CCC3C4=CC(=O)[C@H](c5ccoc5)C4CC[C@@H]32)C1,0.000275879,positive
O=C1O[C@@H](C2=CCOC2=O)CC1=CC1OC2CCC=C3C(=O)O[C@H]1C32,0.000275879,positive
O=C1C=CC2=C(C1)O[C@H](c1ccccc1)CC2,0.000275879,positive
O=c1oc2cc3occc3cc2cc1-c1ccccc1,0.000275879,positive
C=C1c2ccoc2CC2C1CCC1CCCCC12,0.000275879,positive
C=C1c2ccoc2C[C@@H]2C3CCCCC3CC[C@@H]12,0.000275879,positive
O=c1oc2cc3occc3cc2cc1-c1ccc2c(c1)OCO2,0.000275879,positive
C=C1CC[C@H]2CCCCC2C1,0.000275879,positive
O=C(Cc1ccccc1)O[C@H]1CCC2C(=O)/C=C/[C@H]3C[C@H]3CC[C@@]3(CO3)C[C@H]21,0.000275879,positive
