LigandID,canonical_smiles,compound_name
5658,COc1ccc(C(C)Cn2ccnc2NC#N)cc1OC1CCOC1,stage_wise17
14750,C#Cc1ccc(-c2cnc(-c3c(F)cccc3Cl)[nH]2)cn1,stage_wise18
1792,O=C1C=C(c2ccccc2)C(=O)N1Nc1ccccc1,stage_wise19
1794,Cc1ccc(NN2C(=O)C=C(c3ccc(Cl)cc3)C2=O)cc1,stage_wise20
6588,COc1ccc(C2=NN(Cc3ccc(CN4CCCCC4)cc3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OC,stage_wise21
5471,COc1cccc(O)c1-c1cc(C2CCCNC2)c(C#N)c(N)n1,stage_wise22
7908,O=c1cc(-c2ccccc2)oc2c1ccc1occc12,stage_wise23
7909,COc1cc2occc2c2oc(-c3ccccc3)cc(=O)c12,stage_wise24
7910,COc1cccc(-c2oc3c(ccc4occc43)c(=O)c2OC)c1,stage_wise25
7913,COc1ccc(-c2cc(=O)c3ccc4occc4c3o2)cc1OC,stage_wise26
7914,COc1ccc(OC)c(-c2cc(=O)c3ccc4occc4c3o2)c1,stage_wise27
7916,COc1c(-c2cccc(O)c2)oc2c(ccc3occc32)c1=O,stage_wise28
7938,COc1c(-c2ccccc2)oc2c(ccc3occc32)c1=O,stage_wise29
7940,COc1cccc(-c2cc(=O)c3ccc4occc4c3o2)c1,stage_wise30
7941,COc1cc(OC)cc(-c2cc(=O)c3ccc4occc4c3o2)c1,stage_wise31
7942,COc1cc(OC)cc(-c2oc3c(ccc4occc43)c(=O)c2OC)c1,stage_wise32
7943,O=c1cc(-c2ccc(O)cc2)oc2c1ccc1occc12,stage_wise33
8136,COc1cnc(CCC(=O)c2nccc3c2[nH]c2ccccc23)c2[nH]c3ccccc3c12,stage_wise34
2120,COc1ccc(-c2nc3c(c(SCC(=O)Nc4cccc(O)c4)n2)Cc2c(CO)cnc(C)c2O3)cc1,stage_wise35
3558,Cc1ncc(CO)c2c1Oc1nc(-c3ccccc3F)nc(SCC(=O)N(C)c3ccccc3)c1C2,stage_wise36
833,O=C1C([N+](=O)[O-])=C(O)c2cccc3cccc1c23,stage_wise37
3635,COc1cc(-c2nnc(NC(=O)CCS(=O)(=O)c3ccc(F)cc3)o2)cc(OC)c1OC,stage_wise38
1872,Nc1c(C(=O)NCC2CCCO2)sc2nc3c(c(-c4ccco4)c12)CC/C3=C\c1ccco1,stage_wise39
3002,CC(=O)NC1=NC(=O)/C(=C/c2cn(C(C)=O)nc2-c2ccccc2)S1,stage_wise40
6341,CCc1cc2c(-c3ccc(=O)n(CCCCOc4ccc(C5=NNC(=O)CC5C)cc4)n3)ccc(OC)n2n1,stage_wise41
4112,COc1cc(/C=C2\C(=N)N3N=CSC3=NC2=O)cc(Br)c1OC(=O)c1ccco1,stage_wise42
4607,CCS(=O)(=O)C1=NN2C(=N)/C(=C\c3ccc(OC(=O)c4ccco4)c(Br)c3)C(=O)N=C2S1,stage_wise43
4662,CCOc1cc(/C=C2/C(=N)N3N=C(CC)SC3=NC2=O)ccc1OC(=O)c1ccco1,stage_wise44
4679,CC(C)CS(=O)(=O)C1=NN2C(=N)/C(=C\c3ccc(OC(=O)c4ccco4)cc3)C(=O)N=C2S1,stage_wise45
1185,COc1ccc(-c2nc(CNS(=O)(=O)c3ccc(OC)c(OC)c3)cs2)cc1,stage_wise46
4552,COc1ccc(C2=NN(C(=O)C(O)c3ccccc3)C(O)(C(F)(F)F)C2)cc1,stage_wise47
6668,O=C(NCc1ccc(Cl)cc1Cl)N1CCN(c2ccccn2)CC1,stage_wise48
1906,CNc1ccc(Br)cc(C(=O)/C=C/c2ccc(Cl)cc2Cl)c1=O,stage_wise49
1294,CCC(=O)NC(c1ccc([N+](=O)[O-])cc1)c1c(O)ccc2ccccc12,stage_wise50
6262,Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(OCCN(C)C)cc3)nc2n2c3ccccc3nc12,stage_wise51
6269,COc1cc(Nc2ncc3c(=O)n(-c4c(C)cccc4C)c4nc5ccccc5n4c3n2)cc(OC)c1OC,stage_wise52
5233,COc1ccc(/C=C2\SC(c3ccccc3Cl)=NC2=O)cc1,stage_wise53
5255,CCCOc1ccc(C2=NC(=O)/C(=C/c3ccc(OC)cc3)S2)cc1,stage_wise54
5647,COc1ccc(/C=C2\SC(c3ccc(F)cc3)=NC2=O)cc1,stage_wise55
5686,COc1ccc(/C=C2\SC(c3cccc(Cl)c3)=NC2=O)cc1,stage_wise56
5687,CCCOc1ccc(/C=C2\SC(c3ccc(Cl)cc3)=NC2=O)cc1,stage_wise57
5688,COc1ccc(/C=C2\SC(c3ccc(Br)cc3)=NC2=O)cc1,stage_wise58
14859,COc1ccc(/C=C2\SC(c3ccc(N)cc3)=NC2=O)cc1,stage_wise59
3035,Cc1ccccc1NC(=O)COC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1,stage_wise60
3067,CC(=O)c1cccc(NC(=O)COC(=O)c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)c1,stage_wise61
1960,COc1ccc(N=C2NC(=O)/C(=C\c3ccco3)S2)cc1,stage_wise62
4747,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,stage_wise63
1605,CCOC(=O)c1sc(NC(=O)c2cc(-c3ccc(C)cc3)nc3ccccc23)c(C#N)c1C,stage_wise64
6312,Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(OCCN4CCN(C)CC4)c(F)c3)nc2n2c3ccccc3nc12,stage_wise65
6379,COc1cc(Nc2ncc3c(=O)n(-c4c(C)cccc4C)c4nc5ccccc5n4c3n2)ccc1OCCN1CCN(C)CC1,stage_wise66
6671,COc1cc(Nc2ncc3c(=O)n(-c4c(C)cccc4C)c4nc5ccccc5n4c3n2)cc(OC)c1OCCN1CCN(C)CC1,stage_wise67
1604,O=C1/C(=C/c2ccc(N3CCOCC3)o2)SC(=Nc2ccccc2)N1CCc1c[nH]c2ccccc12,stage_wise68
2580,O=C(c1ccc(S(=O)(=O)c2cccc(Cl)c2)c([N+](=O)[O-])c1)N1CCN(Cc2ccccc2)CC1,stage_wise69
2328,CC(=O)N(Cc1ccc(F)cc1)C1=C(NCc2ccccc2)C(=O)c2ccccc2C1=O,stage_wise70
4353,Cc1ccc(S(=O)(=O)Oc2ccccc2/C=C2/SC(=O)NC2=O)cc1,stage_wise71
14743,NS(=O)(=O)c1cc(NC(=O)Cc2ccccc2Cl)ccc1Oc1cnc(Cl)nc1,stage_wise72
5378,C=C(Cc1ccc(-c2cnc(N)nc2)cc1)c1nc2cc(C#N)ccc2n1Cc1ccccc1Cl,stage_wise73
6921,COc1ccc(C2=NN(Cc3ccc(CN4CCC(=O)CC4)cc3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OC,stage_wise74
2308,COc1ccc2c(c1)-c1c(ssc1=S)C(C)(C)N2,stage_wise75
608,CCSc1ccc(-c2cc(NC=O)c3ncc(-c4cccc(C(=O)N(C)C)c4)n3c2)cc1,stage_wise76
4687,O=C(/C=C/c1ccc(F)cc1)NC(=S)NNC(=O)[C@H]1C[C@@H]1c1ccccc1,stage_wise77
3975,Cc1ccc(C)c(-n2c3nc(=O)[nH]c(=O)c-3cc3cc([N+](=O)[O-])ccc32)c1,stage_wise78
4044,Cc1ccc(-n2c3nc(=O)[nH]c(=O)c-3cc3cc([N+](=O)[O-])ccc32)cc1,stage_wise79
1259,O=C(/C=C/Nc1cccc(C(F)(F)F)c1)c1ccc(Oc2ncccn2)cc1,stage_wise80
2526,CCCCNC(=O)c1ccc(Cn2c(=S)[nH]c3c([nH]c4ccc(OC)cc43)c2=O)cc1,stage_wise81
8055,CC1(C)C=Cc2c(O)cc(-c3cc4ccc(O)cc4o3)cc2O1,stage_wise82
8128,COC(=O)C[C@H](OC(=O)/C=C/c1ccc(O)c(O)c1)c1ccc(O)c(O)c1,stage_wise83
8101,CC(=O)c1c(O)cc2c(c1O)C(c1ccccc1)C1=C(O2)C(C)(C)C(=O)C(C)(C)C1=O,stage_wise84
8103,CCCC(=O)c1c(O)cc2c(c1O)C(c1ccccc1)C1=C(O2)C(C)(C)C(=O)C(C)(C)C1=O,stage_wise85
1705,COc1ccc(C=C2CCc3ccccc3C2=O)cc1,stage_wise86
604,NC(c1csc(NC(=O)Nc2cccc(C(F)(F)F)c2)n1)C1CCCCC1,stage_wise87
645,N#C[C@H]1[C@H](c2ccc(C#Cc3ccc(F)cc3)cc2)[C@@H](CO)N1C(=O)C1CCC1,stage_wise88
646,N#C[C@@H]1[C@H](c2ccc(C#Cc3ccc(F)cc3)cc2)[C@@H](CO)N1C(=O)C1CCC1,stage_wise89
655,N#C[C@H]1[C@H](c2ccc(C#Cc3ccccc3F)cc2)[C@@H](CO)N1C(=O)C1CCC1,stage_wise90
659,N#C[C@H]1[C@H](c2ccc(C#Cc3cccc(F)c3)cc2)[C@@H](CO)N1C(=O)C1CCC1,stage_wise91
7604,COc1ccc(/C=C/C(=O)O[C@H](Cc2c(OC)ccc3ccc(=O)oc23)C(C)(C)O)c2c1C(=O)C(C)(C)O2,stage_wise92
5682,Cc1nc(-c2ccc3c(c2)nc(C(C)c2ccc(CC(C)C)cc2)n3Cc2ccccc2Cl)no1,stage_wise93
1831,Cc1ccc(NC(=O)CN2C(=O)N/C(=C/c3cccn3-c3ccc(C(=O)O)cc3)C2=O)cc1,stage_wise94
3591,COc1cc(/C=N\NC(=O)c2ccc(-c3ccccc3)cc2)cc(Br)c1O,stage_wise95
3407,CCN1C(=O)/C(=C\c2cccc(OC)c2Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])SC1=S,stage_wise96
868,CC(C(=O)NCCc1ccc(S(N)(=O)=O)cc1)c1ccc(-c2ccccc2)c(F)c1,stage_wise97
2770,CC1CN(S(=O)(=O)c2ccc(C(=O)Nc3nc(-c4cc5ccccc5o4)cs3)cc2)CC(C)O1,stage_wise98
5839,COc1ccc(C(=O)Cc2c(Cl)cncc2Cl)c(OC)c1OC,stage_wise99
6466,COc1ccc(C(=O)Cc2c(Cl)cncc2Cl)cc1OC,stage_wise100
6010,COc1cccc(OC)c1-c1ccc(COC2CN(C#N)C2)cc1,stage_wise101
6918,COc1ccc(-c2ccc(COC3CN(C#N)C3)cc2)cc1,stage_wise102
6924,COc1cccc(-c2ccc(COC3CN(C#N)C3)cc2)c1,stage_wise103
6926,COc1cccc(-c2ccc(COC3CN(C#N)C3)cc2)c1OC,stage_wise104
6929,COc1cccc(-c2ccc(COC3CN(C#N)C3)c(C(F)(F)F)c2)c1,stage_wise105
6980,COc1cccc(-c2ccc(COC3CN(C#N)C3)c(F)c2)c1,stage_wise106
6982,Cc1ccc(-c2ccc(COC3CN(C#N)C3)cc2)cc1,stage_wise107
7670,COc1c2c(cc3oc(=O)c(-c4ccc(O)cc4)c(O)c13)OC(C)(C)C=C2,stage_wise108
4029,CCOC(=O)Cc1csc(N/C(=N/S(=O)(=O)c2ccc(F)cc2F)c2ccccc2)n1,stage_wise109
6107,COCc1cc2c(C(=O)N=c3c(Cl)cn(O)cc3Cl)ccc(OC)n2n1,stage_wise110
6324,COc1ccc(C(=O)N=c2c(Cl)cn(O)cc2Cl)c2cc(C#N)nn12,stage_wise111
6550,COc1ccc(C(=O)N=c2c(Cl)cn(O)cc2Cl)c2cc(C(C)C)nn12,stage_wise112
6566,CCc1cc2c(C(=O)N=c3c(Cl)cn(O)cc3Cl)ccc(OC)n2n1,stage_wise113
6817,COc1ccc(C(=O)N=c2c(Cl)cn(O)cc2Cl)c2ccnn12,stage_wise114
6877,COc1ccc(C(=O)N=c2c(Cl)cn(O)cc2Cl)c2cc(C(F)(F)F)nn12,stage_wise115
3739,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,stage_wise116
6199,Fc1cccc(Cl)c1-c1ncc(-c2ccc(/C=C/c3ccccc3)cc2)[nH]1,stage_wise117
8165,COc1cc([C@@H]2OC[C@@H]3[C@H]2CO[C@H]3c2ccc(O)c(OC)c2)ccc1O,stage_wise118
4604,Cn1c(O)c(/C=N/NC(=O)c2cc3ccccc3cc2O)c2ccccc21,stage_wise119
5196,O=C1NC(=S)NC(=O)C1=Cc1cn(-c2ccc(Cl)cc2)nc1-c1ccccc1,stage_wise120
5896,CCOc1ccc(-c2nn(-c3ccc(Cl)cc3)cc2C=C2C(=O)NC(=S)NC2=O)cc1,stage_wise121
5907,CCCCOc1ccc(-c2nn(-c3ccccc3)cc2C=C2C(=O)NC(=S)NC2=O)cc1,stage_wise122
3015,CN(C)c1nc(C=C(C#N)C#N)c(Cl)n1-c1ccc(F)cc1,stage_wise123
5486,CNc1ncc2cc(-c3cc(Nc4nc5ccc(C(F)(F)F)cc5[nH]4)ccc3C)ccc2n1,stage_wise124
6529,Nc1ccc(-c2cc(Cl)c(Cl)c3[nH]c4c(c23)CN(C(=O)CO)CC4)cn1,stage_wise125
2407,CC(/C=C(\NC(=O)c1ccccc1)C(=O)N=Nc1c(O)[nH]c2ccc(C)cc12)=C\c1ccccc1,stage_wise126
4668,Cc1ccc(OCC(=O)NNC(=S)NC(=O)c2cccs2)c(C)c1,stage_wise127
2591,Cc1ccc(-c2cc(C(=O)N/N=C/c3c(C)nn(-c4ccccc4)c3C)n[nH]2)s1,stage_wise128
3997,COc1ccc(C(=O)N/N=C/c2sc3ccccc3c2O)cc1,stage_wise129
529,COc1ccc(OC)c2c(=S)c3ccccc3[nH]c12,stage_wise130
14600,COc1ccc(C2=NC(=O)/C(=C/c3ccc4ccccc4c3)S2)cc1,stage_wise131
759,CCOC(=O)c1c(Cc2c(Cl)cccc2Cl)[nH]c2c1cc(O)c1ccccc12,stage_wise132
883,CCOC(=O)c1c(Cc2ccc(Cl)cc2)[nH]c2c1cc(O)c1ccccc12,stage_wise133
5224,CCOC(=O)c1c(Cc2cccc(OC)c2)[nH]c2c1cc(O)c1ccccc12,stage_wise134
5253,CCOC(=O)c1c(Cc2ccc(F)cc2)[nH]c2c1cc(O)c1ccccc12,stage_wise135
5411,CCOC(=O)c1c(Cc2cccc(F)c2)[nH]c2c1cc(O)c1ccccc12,stage_wise136
5465,CCOC(=O)c1c(Cc2ccccc2Cl)[nH]c2c1cc(O)c1ccccc12,stage_wise137
5897,CCOC(=O)c1c(Cc2c(F)cccc2F)[nH]c2c1cc(O)c1ccccc12,stage_wise138
15105,CCOC(=O)c1c(Cc2ccc(C(F)(F)F)cc2)[nH]c2c1cc(O)c1ccccc12,stage_wise139
1338,CC(=O)c1ccc(NC(=O)Nc2ccc([N+](=O)[O-])cc2C)cc1,stage_wise140
2369,O=C(Nc1ccc(OC(F)F)cc1)Nc1cccc(C(F)(F)F)c1,stage_wise141
2515,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccc(OC(F)F)c(Cl)c1,stage_wise142
3107,COc1ccc(-c2nc(N/N=C(\C)c3ccc(O)cc3)c3ccccc3n2)cc1,stage_wise143
4479,CCOc1ccc(N(C)c2ccc(/C=C3/SC(=S)NC3=O)cc2)cc1,stage_wise144
764,Cc1cccc(Nc2ncc(C(=O)NCCc3c(C)[nH]c4ccccc34)cn2)n1,stage_wise145
775,Cc1[nH]c2ccccc2c1CCNC(=O)c1cnc(Nc2cccc(C#N)n2)nc1,stage_wise146
776,Cc1[nH]c2ccccc2c1CCNC(=O)c1cnc(Nc2cc(F)ccn2)nc1,stage_wise147
777,CC(=O)c1cccc(Nc2ncc(C(=O)NCCc3c(C)[nH]c4ccccc34)cn2)n1,stage_wise148
783,Cc1[nH]c2ccccc2c1CCNC(=O)c1cnc(Nc2cccc(F)n2)nc1,stage_wise149
793,Cc1cc(C)nc(Nc2ncc(C(=O)NCCc3c(C)[nH]c4ccc(F)cc34)cn2)c1,stage_wise150
796,Cc1cc(C)nc(Nc2ncc(C(=O)NCCc3c(C)[nH]c4c(F)cc(F)cc34)cn2)c1,stage_wise151
798,Cc1[nH]c2ccccc2c1CCNC(=O)c1cnc(Nc2cccc(C(C)(C)C)n2)nc1,stage_wise152
799,COc1cccc(Nc2ncc(C(=O)NCCc3c(C)[nH]c4ccccc34)cn2)n1,stage_wise153
800,Cc1cc(C)nc(Nc2ncc(C(=O)NCCc3c(C)[nH]c4c(Cl)cc(Cl)cc34)cn2)c1,stage_wise154
801,Cc1cc(C)nc(Nc2ncc(C(=O)NCCc3c(C)[nH]c4ccc(Cl)cc34)cn2)c1,stage_wise155
802,CCC(C)(O)c1cccc(Nc2ncc(C(=O)NCCc3c(C)[nH]c4ccccc34)cn2)n1,stage_wise156
642,CCCNC(=O)N1[C@H](CO)[C@H](c2ccc(-c3cccc(OC)c3)cc2)[C@@H]1C#N,stage_wise157
643,CCCNC(=O)N1[C@@H](C#N)[C@H](c2ccc(-c3cccc(OC)c3)cc2)[C@@H]1CO,stage_wise158
3228,C[C@@]12CCC=C[C@H]1[C@H](c1ccc3ccccc3c1Br)N(Cc1ccccc1)C2=O,stage_wise159
7954,CC1(C)C=Cc2c(ccc3c2OC(c2ccc4c(c2)OCO4)CC3=O)O1,stage_wise160
7956,COc1cc2c(c3c1C(=O)C[C@@H](c1ccc4c(c1)OCO4)O3)C=CC(C)(C)O2,stage_wise161
7962,CC(C)=CCc1cc2c(c3c1OC(C)(C)C=C3)O[C@H](c1ccc3c(c1)OCO3)CC2=O,stage_wise162
2350,COc1ccc(-c2cc(C(F)(F)F)nc(S(C)(=O)=O)n2)cc1,stage_wise163
2435,COc1ccc(/C=N/NC(=O)c2ccc3ccccc3c2)cc1OS(=O)(=O)c1ccc(NC(C)=O)cc1,stage_wise164
2072,C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@@H](C(N)=O)N(C(=O)CCCCC)C3)c1,stage_wise165
3216,CC(C)[C@H](CO)Nc1nc(NCc2ccc(S(N)(=O)=O)cc2)c2ncn(C(C)C)c2n1,stage_wise166
1839,O=S(=O)(Nc1cc(Sc2cccc3cccnc23)c(O)c2ccccc12)c1ccccc1,stage_wise167
1913,Oc1c(Br)cc(C=Nc2ccc3nc(-c4ccccc4)[nH]c3c2)c(O)c1Br,stage_wise168
6698,COc1ccc(C2=NN(CCOCCn3ccnc3)C(=O)[C@@H]3CC=CC[C@H]23)cc1OC,stage_wise169
6148,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2ccc(S(N)(=O)=O)cc2)n1,stage_wise170
14804,COc1ccc2cc(C(=O)NC3CCNCC3)cnc2c1,stage_wise171
2445,CN(C)/C=C(\C=N\OCc1ccc(Cl)cc1Cl)C(=O)Nc1ccc(Cl)c(Cl)c1,stage_wise172
7374,CC(C)=CCC[C@@]1(C)C=Cc2cc3c(cc2O1)O[C@H](c1ccc(O)cc1)CC3=O,stage_wise173
741,N#C[C@H]1[C@H](c2ccccc2C2=CCCCC2)[C@@H](CO)N1S(=O)(=O)c1ccccc1,stage_wise174
2706,O=C(Oc1ccccc1C(=O)Nc1ccccc1)c1ccccc1Br,stage_wise175
1463,COc1ccc(-c2nc3cnccn3c2NC(C)(C)CC(C)(C)C)cc1O,stage_wise176
6450,CN1CCN(Cc2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(-c5ccc6c(c5)CCC6)c4n3)cc2)CC1,stage_wise177
1927,NS(=O)(=O)c1ccc(N/N=C/c2ccc3c(c2)OCO3)c([N+](=O)[O-])c1,stage_wise178
7742,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4,stage_wise179
7754,COc1cc2c(cc1OC)[C@]1(O)C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4,stage_wise180
697,O=C(c1ccc(F)cc1)N1C[C@@H]2N[C@H](C1)C2c1ccc(/C=C/c2ccccc2)cc1,stage_wise181
2436,COc1c(/C=N/Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c(C)nn1-c1ccccc1,stage_wise182
871,COc1ccc2c(c1)c(CC(=O)NCCOc1ccc(S(N)(=O)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,stage_wise183
850,NS(=O)(=O)c1ccc(OCCCCNC(=O)Cc2ccccc2Nc2c(Cl)cccc2Cl)cc1,stage_wise184
3586,COc1ccc(S(=O)(=O)c2c(O)c3ccc(C(=O)Nc4ccccc4Cl)cc3[nH]c2=O)cc1,stage_wise185
5274,[O-][n+]1cc(Cl)c(C[C@H](O)c2ccc(OC(F)F)c(OCC3CC3)c2)c(Cl)c1,stage_wise186
6152,CCOc1ccc(-c2nn(-c3ccc(Cl)cc3)cc2/C=C2/SC(=O)N(CC(=O)O)C2=O)cc1,stage_wise187
2979,COc1cccc(-n2nc(C#N)c(Cl)cc2=O)c1,stage_wise188
2984,COc1ccc(-n2nc(C#N)c(Cl)cc2=O)cc1,stage_wise189
3105,CC(C)CC[n+]1ccn(C2=C([O-])c3ccccc3C(=O)/C2=N\S(=O)(=O)c2ccc(Br)cc2)c1,stage_wise190
3859,Cc1ccccc1C(=O)NNC(=S)NC(=O)c1ccc(Cl)cc1Cl,stage_wise191
3864,Cc1ccc(C(=O)NNC(=S)NC(=O)c2ccc(Cl)cc2Cl)cc1,stage_wise192
3900,Cc1ccc(C(=O)NNC(=S)NC(=O)c2ccc(Cl)cc2)cc1,stage_wise193
4053,Cc1cccc(C(=O)NC(=S)NNC(=O)c2ccccc2Cl)c1,stage_wise194
4055,COc1cc(C(=O)NNC(=S)NC(=O)c2ccccc2C)cc(OC)c1OC,stage_wise195
4077,Cc1ccccc1C(=O)NNC(=S)NC(=O)c1ccccc1,stage_wise196
4120,O=C(NNC(=S)NC(=O)c1ccccc1[N+](=O)[O-])c1ccc(Cl)cc1Cl,stage_wise197
4143,COc1ccccc1C(=O)NNC(=S)NC(=O)c1cc(OC)c(OC)c(OC)c1,stage_wise198
4420,COc1ccc(C(=O)NC(=S)NNC(=O)c2ccccc2C)cc1,stage_wise199
4421,COc1ccc(C(=O)NC(=S)NNC(=O)c2ccc(C)cc2)cc1,stage_wise200
4422,Cc1cccc(C(=O)NNC(=S)NC(=O)c2ccccc2)c1,stage_wise201
4427,COc1ccc(C(=O)NNC(=S)NC(=O)c2ccc(Cl)cc2)cc1,stage_wise202
4438,COc1ccc(C(=O)NC(=S)NNC(=O)c2cccc(C)c2)cc1,stage_wise203
4456,COc1ccc(C(=O)NNC(=S)NC(=O)c2ccc(OC)cc2)cc1,stage_wise204
4467,COc1ccc(C(=O)NNC(=S)NC(=O)c2ccccc2)cc1,stage_wise205
4501,CCCOc1ccc(C(=O)NNC(=S)NC(=O)c2ccccc2)cc1,stage_wise206
4520,O=C(NNC(=S)NC(=O)c1cccc([N+](=O)[O-])c1)c1ccc(Br)cc1,stage_wise207
4556,O=C(NNC(=S)NC(=O)c1ccccc1Cl)c1cccc([N+](=O)[O-])c1,stage_wise208
290,O=S(=O)(c1ccc(Cl)cc1)N1c2ccccc2Oc2nc3ccccc3nc21,stage_wise209
1979,COc1cc(Cl)c(C)cc1NC(=O)c1ccc2c(SCC(=O)O)c3c(nc2c1)CCCC3,stage_wise210
2978,O=C(/C(=C/O)N=Nc1ccccc1)c1ccc(Cl)cc1,stage_wise211
4097,Cc1cc(C)nc(/N=C(\N)Nc2ccc(OCc3ccccc3)cc2)n1,stage_wise212
861,CC1=C(CC(=O)NCCOc2ccc(S(N)(=O)=O)cc2)c2cc(F)ccc2/C1=C/c1ccc(S(C)=O)cc1,stage_wise213
6544,COc1ccc([C@H](Cc2ccncc2)c2ccc(NC(=O)N3CCCC3)cc2)cc1OC1CCCC1,stage_wise214
6589,COc1ccc2cc(C(=O)NC3CC4(C3)CC(C(C)(C)O)C4)cnc2c1,stage_wise215
5087,c1ccc2[nH]c(Oc3ccc(OCCCN4CCCCC4)cc3)nc2c1,stage_wise216
4490,COc1cc(/C=C2\SC(N)=NC2=O)cc(Cl)c1O,stage_wise217
3218,CCC(C)Oc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1,stage_wise218
5840,CCCCCCCCc1ccc(OCC(=O)Cn2cc(Cl)c3cc(C(=O)O)ccc32)cc1,stage_wise219
6656,N#CN1CC(OCc2ccc(-c3ccc4c(c3)OCCO4)cc2)(c2ccccc2)C1,stage_wise220
6594,CNc1ncc2cc(-c3cc(NC(=O)Nc4cccc(C(F)(F)F)c4)ccc3C)ccc2n1,stage_wise221
5655,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2nccc3[nH]ccc23)c1=O,stage_wise222
853,COc1ccc2c(c1)c(CC(=O)Nc1ccc(S(N)(=O)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,stage_wise223
7005,CCn1nc(-c2cccc(-c3cc(C(=O)NCCO)cc(C(=O)NCCN4CCCCC4)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O,stage_wise224
5651,COc1ccc2cc(C(=O)NC3CCCC3)cnc2c1,stage_wise225
6141,Cc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3ccc(N4CCCCC4)c(C(N)=O)c3)CC2)c(C)c1,stage_wise226
592,CCOC(=O)c1c(SCCN2CCCC2)n(-c2ccccc2)c(=S)n(-c2ccccc2)c1=O,stage_wise227
2860,COc1ccc(-c2nn(-c3ccccc3)cc2/C=C/C(=O)OCC(=O)Nc2ccccc2C#N)cc1,stage_wise228
3892,COc1ccc(C(=O)NNC(=S)NC(=O)c2ccco2)cc1,stage_wise229
3948,COc1ccccc1C(=O)NNC(=S)NC(=O)c1ccco1,stage_wise230
4126,COc1ccc(C(=O)NNC(=S)NC(=O)c2ccc(Br)o2)cc1OC,stage_wise231
