rgroup_label,rgroup_smiles,active_count,inactive_count,enrichment_score
R6,CCCC(=O)N[*:6],0,1,0
R2,CCS(=O)(=O)N[*:2],0,2,0
R2,CCOC(=O)C(C#N)[*:2],0,1,0
R6,CC(O)CNCCO[*:6],0,1,0
R6,CC(C)NC(=O)[*:6],0,1,0
R6,CC(C)CO[*:6],0,1,0
R5,O=C(N[*:5])C(F)(F)F,0,1,0
R5,NS(=O)(=O)[*:5],0,2,0
R5,NC(N)=NCCC[*:5],0,9,0
R5,NC(=O)CSC[*:5],0,1,0
R5,NC(=O)CCC(NS(=O)(=O)[*:5])C(=O)O,0,1,0
R2,CCOC(=O)C[*:2],0,3,0
R3,C[C@H](NC(=O)[*:3])C(N)=O,0,1,0
R2,CCOC(=O)CNC(=O)CS[*:2],0,1,0
R2,CCOC(=O)C(C)O[*:2],0,1,0
R2,CCS(=O)(=O)CCS[*:2],0,1,0
R2,O=C(CNCCO)[*:2],0,1,0
R5,CCNC(=O)O[*:5],0,1,0
R5,CCN(CC)CC[*:5],0,1,0
R5,CCN(CC(=O)NC(C)C)C(=O)C(CCSC)NC(=O)[*:5],0,1,0
R5,CCC[*:5],0,2,0
R2,NC(=O)CS[*:2],0,1,0
R2,N/C(C[*:2])=N\O,0,1,0
R2,N#CCS[*:2],0,1,0
R5,N#CC(C#N)[*:5],0,1,0
R2,O=C(O)CCCC(=O)OCCCC[*:2],0,1,0
R2,O=C(O)CCC(=O)N[*:2],0,1,0
R5,COCCNC(=O)CN(S(C)(=O)=O)[*:5],0,1,0
R5,CC(C)OC(=O)[*:5],0,1,0
R5,CC(C)NC(=O)O[*:5],0,1,0
R5,CC(C)NC(=O)CN(S(C)(=O)=O)[*:5],0,1,0
R5,CC(C)CS[*:5],0,2,0
R5,CC(C)CNC(=O)O[*:5],0,1,0
R5,CCCN(CCC)C(=O)[*:5],0,1,0
R5,CCCCN(C(=O)NC(=O)N[*:5])S(C)(=O)=O,0,1,0
R5,CCCCC(CC)C(=O)NC[*:5],0,1,0
R5,CC(C)CC(=O)NC(NC(=S)N[*:5])C(Cl)(Cl)Cl,0,1,0
R5,CC(C)C(=O)N[*:5],0,1,0
R5,CC(C)(C)NC(=O)NC(=O)COC(=O)CNC(=O)[*:5],0,1,0
R5,CC(C)(C)C[*:5],0,1,0
R2,O=C(NCCO)[*:2],0,1,0
R5,COC(=O)C(C)S[*:5],0,1,0
R5,CN[*:5],0,1,0
R5,CNC(=O)CS[*:5],0,1,0
R3,C=C(C)C[*:3],0,1,0
R2,COC(C[*:2])OC,0,1,0
R2,COC(=O)N[*:2],0,1,0
R2,COC(=O)CS[*:2],0,3,0
R2,COC(=O)CC[*:2],0,2,0
R2,COC(=O)C(C)S[*:2],0,1,0
R2,COCN[*:2],0,1,0
R5,OCCNCCCCO[*:5],0,1,0
R5,OCCN(CCO)[*:5],0,1,0
R5,CC[C@@H](C)[*:5],0,2,0
R5,O=C(O)CSCC(=O)N[*:5],0,1,0
R5,O=C(O)CC[*:5],0,3,0
R2,COCCN[*:2],0,1,0
R2,COCCCN[*:2],0,1,0
R5,CCOC(=O)N[*:5],0,1,0
R2,OCCOCC[*:2],0,1,0
R2,O=C([C@H](O)CO)[*:2],0,1,0
R5,CCCOC(=O)NC(CC)COC(=O)N[*:5],0,1,0
R5,CCCN[*:5],0,1,0
R5,CCCNC(=O)O[*:5],0,1,0
R2,O=C(O)CCS[*:2],0,3,0
R5,CC[C@H](C)[*:5],0,9,0
R5,OCCCN[*:5],0,1,0
